block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,"[1, 1]",0,1,1,1.0,0.0,0.0
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,1,-0.5,0.0,0.0
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,"[0, -1]",0,0,1,-0.5,0.0,0.0
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.47), np.float64(0.62)]",1,"[np.float64(0.53), np.float64(-0.62)]",0,0,2,-0.044999999999999984,0.47,0.62
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,1,0.5,0.0,0.0
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.62)]",0,"[np.float64(0.0), np.float64(-0.38)]",0,1,2,-0.19,0.0,-0.62
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.47)]",0,"[np.float64(0.0), np.float64(-0.53)]",0,1,2,-0.265,0.0,-0.47
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[np.float64(0.62), np.float64(0.0)]",0,"[np.float64(-0.62), np.float64(1.0)]",0,1,2,0.19,0.62,0.0
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.7986), np.float64(0.3286)]",0,"[np.float64(0.20140000000000002), np.float64(-0.3286)]",0,1,3,-0.06359999999999999,0.7986,0.3286
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.3286), np.float64(0.62)]",1,"[np.float64(0.6714), np.float64(-0.62)]",0,0,3,0.0257,0.3286,0.62
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.8556)]",0,"[np.float64(-1.0), np.float64(-0.14439999999999997)]",0,1,3,-0.5722,0.0,-0.8556
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.7986)]",0,"[np.float64(-1.0), np.float64(-0.20140000000000002)]",0,1,3,-0.6007,0.0,-0.7986
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.893258), np.float64(0.124868)]",0,"[np.float64(-0.893258), np.float64(-0.124868)]",0,1,4,-0.509063,0.893258,0.124868
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.744868), np.float64(0.3286)]",0,"[np.float64(-0.744868), np.float64(-0.3286)]",0,1,4,-0.536734,0.744868,0.3286
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.47), np.float64(-0.923468)]",0,"[np.float64(-0.53), np.float64(-0.07653200000000004)]",0,1,4,-0.30326600000000004,-0.47,-0.923468
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.47), np.float64(-0.945128)]",0,"[np.float64(0.47), np.float64(-0.05487200000000003)]",0,1,4,0.20756399999999997,-0.47,-0.945128
0,5,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.47342674), np.float64(0.04744984000000001)]",1,"[np.float64(-0.47342674), np.float64(-0.04744984000000001)]",0,0,5,-0.26043829,0.47342674,0.04744984000000001
0,5,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.39478004), np.float64(0.124868)]",0,"[np.float64(-0.39478004), np.float64(-0.124868)]",0,1,5,-0.25982402,0.39478004,0.124868
0,6,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.20923342120000002), np.float64(0.04744984000000001)]",0,"[np.float64(0.7907665788), np.float64(-0.04744984000000001)]",0,1,6,0.3716583694,0.20923342120000002,0.04744984000000001
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.2491), np.float64(-0.97914864)]",0,"[np.float64(0.2491), np.float64(-0.020851359999999985)]",0,1,5,0.11412432,-0.2491,-0.97914864
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.7191), np.float64(-0.97091784)]",1,"[np.float64(0.7191), np.float64(0.97091784)]",0,0,5,0.8450089199999999,-0.7191,-0.97091784
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.132023), np.float64(-0.9920764832)]",0,"[np.float64(0.132023), np.float64(-0.00792351680000003)]",0,1,6,0.062049741599999986,-0.132023,-0.9920764832
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.273258), np.float64(-0.5145864552000001)]",0,"[np.float64(0.273258), np.float64(-0.4854135447999999)]",0,1,6,-0.10607777239999994,-0.273258,-0.5145864552000001
0,6,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.17990216120000002), np.float64(0.025148415200000006)]",1,"[np.float64(0.8200978388), np.float64(-0.025148415200000006)]",0,0,6,0.3974747118,0.17990216120000002,0.025148415200000006
0,7,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.580893713236), np.float64(0.018030939200000002)]",0,"[np.float64(0.41910628676399997), np.float64(-0.018030939200000002)]",0,1,7,0.200537673782,0.580893713236,0.018030939200000002
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.06997219), np.float64(-0.996989063616)]",0,"[np.float64(-0.93002781), np.float64(-0.0030109363839999626)]",0,1,7,-0.466519373192,-0.06997219,-0.996989063616
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.5070852607), np.float64(-0.99885584417408)]",0,"[np.float64(-0.49291473929999996), np.float64(-0.001144155825919979)]",0,1,8,-0.24702944756295997,-0.5070852607,-0.99885584417408
0,8,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.77787366801508), np.float64(0.006851756896)]",0,"[np.float64(0.22212633198492004), np.float64(-0.006851756896)]",0,1,8,0.10763728754446002,0.77787366801508,0.006851756896
0,7,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.14482674), np.float64(-0.815542852976)]",0,"[np.float64(0.14482674), np.float64(-0.18445714702399996)]",0,1,7,-0.019815203511999974,-0.14482674,-0.815542852976
0,7,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.688362821256), np.float64(0.013328660056000004)]",0,"[np.float64(0.311637178744), np.float64(-0.013328660056000004)]",0,1,7,0.14915425934399998,0.688362821256,0.013328660056000004
0,8,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.0767581722), np.float64(-0.9299062841308801)]",0,"[np.float64(0.0767581722), np.float64(-0.07009371586911994)]",0,1,8,0.0033322281654400293,-0.0767581722,-0.9299062841308801
0,8,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.83483229526568), np.float64(0.005064890821280001)]",0,"[np.float64(0.16516770473431996), np.float64(-0.005064890821280001)]",0,1,8,0.08005140695651998,0.83483229526568,0.005064890821280001
0,9,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(-0.7387551881709999), np.float64(-0.9995652207861504)]",0,"[np.float64(-0.26124481182900006), np.float64(0.9995652207861504)]",0,1,9,0.36916020447857517,-0.7387551881709999,-0.9995652207861504
0,10,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.8615402497306299), np.float64(-0.37983478389873715)]",1,"[np.float64(0.8615402497306299), np.float64(-0.6201652161012629)]",0,0,10,0.12068751681468354,-0.8615402497306299,-0.37983478389873715
0,9,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.9124611164908104), np.float64(0.0019246585120864007)]",0,"[np.float64(0.08753888350918959), np.float64(0.9980753414879135)]",0,1,9,0.5428071124985516,0.9124611164908104,0.0019246585120864007
0,9,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.040681831266), np.float64(-0.9733643879697345)]",0,"[np.float64(-0.959318168734), np.float64(-0.026635612030265543)]",0,1,9,-0.49297689038213277,-0.040681831266,-0.9733643879697345
0,10,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.49156137057098), np.float64(-0.989878467428499)]",0,"[np.float64(-0.50843862942902), np.float64(-0.010121532571500946)]",0,1,10,-0.25928008100026045,-0.49156137057098,-0.989878467428499
0,9,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.8822730440479923), np.float64(0.0026036676204800003)]",0,"[np.float64(-0.8822730440479923), np.float64(-0.0026036676204800003)]",0,1,9,-0.4424383558342362,0.8822730440479923,0.0026036676204800003
0,10,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.9536043917401296), np.float64(0.6207313702345928)]",0,"[np.float64(-0.9536043917401296), np.float64(-0.6207313702345928)]",0,1,10,-0.7871678809873612,0.9536043917401296,0.6207313702345928
0,10,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.46760471334543596), np.float64(0.0009893936957824)]",0,"[np.float64(0.532395286654564), np.float64(-0.0009893936957824)]",0,1,10,0.2657029464793908,0.46760471334543596,0.0009893936957824
0,11,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.5054103276222687), np.float64(0.23587792068914526)]",0,"[np.float64(-0.5054103276222687), np.float64(-0.23587792068914526)]",0,1,11,-0.37064412415570697,0.5054103276222687,0.23587792068914526
0,12,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.2678674736398024), np.float64(0.08963360986187521)]",0,"[np.float64(-0.2678674736398024), np.float64(-0.08963360986187521)]",0,1,12,-0.17875054175083882,0.2678674736398024,0.08963360986187521
0,11,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.717830498073081), np.float64(0.000375969604397312)]",0,"[np.float64(-0.717830498073081), np.float64(-0.000375969604397312)]",0,1,11,-0.35910323383873916,0.717830498073081,0.000375969604397312
0,12,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.38045016397873294), np.float64(0.00014286844967097856)]",0,"[np.float64(0.619549836021267), np.float64(-0.00014286844967097856)]",0,1,12,0.30970348378579804,0.38045016397873294,0.00014286844967097856
0,11,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.32738529489763935), np.float64(-0.6713124354663307)]",0,"[np.float64(0.32738529489763935), np.float64(-0.3286875645336693)]",0,1,11,-0.0006511348180149867,-0.32738529489763935,-0.6713124354663307
0,11,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.7305275264026194), np.float64(-0.9961538176228296)]",1,"[np.float64(0.7305275264026194), np.float64(-0.003846182377170382)]",0,0,11,0.3633406720127245,-0.7305275264026194,-0.9961538176228296
0,12,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(-0.17351420629574887), np.float64(-0.8750987254772057)]",0,"[np.float64(-0.8264857937042511), np.float64(0.8750987254772057)]",0,1,12,0.02430646588647728,-0.17351420629574887,-0.8750987254772057
0,12,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.2776004600329954), np.float64(-0.9979615233400997)]",0,"[np.float64(0.2776004600329954), np.float64(-0.0020384766599003123)]",0,1,12,0.13778099168654753,-0.2776004600329954,-0.9979615233400997
0,13,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.14712824381748757), np.float64(-0.9992253788692379)]",0,"[np.float64(0.14712824381748757), np.float64(0.9992253788692379)]",0,1,13,0.5731768113433627,-0.14712824381748757,-0.9992253788692379
0,13,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.14196976102909528), np.float64(0.03406077174751258)]",0,"[np.float64(0.8580302389709047), np.float64(-0.03406077174751258)]",0,1,13,0.4119847336116961,0.14196976102909528,0.03406077174751258
0,13,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.6716385869087285), np.float64(5.4290010874971846e-05)]",0,"[np.float64(0.32836141309127154), np.float64(-5.4290010874971846e-05)]",0,1,13,0.16415356154019828,0.6716385869087285,5.4290010874971846e-05
0,14,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.07797796922326841), np.float64(-0.37970564397031037)]",0,"[np.float64(0.07797796922326841), np.float64(-0.6202943560296896)]",0,1,14,-0.2711581934032106,-0.07797796922326841,-0.37970564397031037
