block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",1,"[np.float64(-0.71), np.float64(-0.71)]",0,0,1,-0.71,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,"[np.float64(0.855), np.float64(-0.145)]",0,0,1,0.355,0.0,0.0
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[np.float64(0.855), np.float64(-0.145)]",0,0,1,0.355,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",1,"[np.float64(-0.71), np.float64(-0.71)]",0,0,1,-0.71,0.0,0.0
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.4446), np.float64(-0.030449999999999998)]",0,"[np.float64(0.4104), np.float64(-0.11454999999999999)]",0,1,2,0.147925,0.4446,-0.030449999999999998
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.3692), np.float64(-0.14909999999999998)]",0,"[np.float64(-0.3408), np.float64(-0.5609)]",0,1,2,-0.45085,-0.3692,-0.14909999999999998
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.3692), np.float64(-0.14909999999999998)]",1,"[np.float64(-0.3408), np.float64(-0.5609)]",0,0,2,-0.45085,-0.3692,-0.14909999999999998
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.4446), np.float64(-0.030449999999999998)]",0,"[np.float64(0.4104), np.float64(-0.11454999999999999)]",0,1,2,0.147925,0.4446,-0.030449999999999998
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.44076799999999994), np.float64(-0.44076799999999994)]",0,"[np.float64(0.585768), np.float64(-0.41423200000000004)]",0,1,3,0.08576799999999996,-0.44076799999999994,-0.44076799999999994
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.546416), np.float64(-0.266889)]",1,"[np.float64(0.546416), np.float64(0.266889)]",0,0,3,0.4066525,-0.546416,-0.266889
0,3,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.530784), np.float64(-0.09001599999999998)]",0,"[np.float64(0.32421599999999995), np.float64(-0.054984000000000005)]",0,1,3,0.13461599999999996,0.530784,-0.09001599999999998
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.26227968), np.float64(-0.21084230999999998)]",0,"[np.float64(0.40727968000000003), np.float64(-0.64415769)]",0,1,4,-0.11843900499999999,-0.26227968,-0.21084230999999998
