block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,384,State DG,DG,"[np.float64(0.05933837738863067), np.float64(-0.42599317108309576)]",1,"[np.float64(-0.768282343633366), np.float64(0.18484036931933734)]"
0,385,State CH,CH,"[np.float64(0.8225208887739721), np.float64(-0.5381073093845536)]",0,"[np.float64(0.231717656366634), np.float64(-0.8151596306806627)]"
0,386,State AH,AH,"[np.float64(0.680474198818062), np.float64(-0.5381073093845536)]",0,"[np.float64(0.22214063962692415), np.float64(-0.8151596306806627)]"
0,387,State AG,AG,"[np.float64(0.680474198818062), np.float64(-0.42599317108309576)]",0,"[np.float64(0.22214063962692415), np.float64(0.18484036931933734)]"
0,388,State DE,DE,"[np.float64(0.05933837738863067), np.float64(-0.22867878727094845)]",1,"[np.float64(-0.768282343633366), np.float64(0.015145811327598227)]"
0,389,State DG,DG,"[np.float64(0.05933837738863067), np.float64(-0.42599317108309576)]",1,"[np.float64(-0.768282343633366), np.float64(0.18484036931933734)]"
0,390,State HN,HN,"[np.float64(-0.5381073093845536), np.float64(0.09)]",1,"[np.float64(-0.8151596306806627), np.float64(0.09)]"
0,391,State CD,CD,"[np.float64(0.8225208887739721), np.float64(0.05933837738863067)]",0,"[np.float64(0.231717656366634), np.float64(-0.768282343633366)]"
0,392,State HN,HN,"[np.float64(-0.5381073093845536), np.float64(0.09)]",1,"[np.float64(-0.8151596306806627), np.float64(0.09)]"
0,393,State GF,GF,"[np.float64(-0.42599317108309576), np.float64(-0.3303271765928927)]",0,"[np.float64(0.18484036931933734), np.float64(-0.9848541886724018)]"
0,394,State CB,CB,"[np.float64(0.8225208887739721), np.float64(0.23443505019371397)]",0,"[np.float64(0.231717656366634), np.float64(-0.7778593603730758)]"
0,395,State EN,EN,"[np.float64(-0.22867878727094845), np.float64(0.09)]",1,"[np.float64(0.015145811327598227), np.float64(0.09)]"
0,396,State DF,DF,"[np.float64(0.05933837738863067), np.float64(-0.3303271765928927)]",0,"[np.float64(-0.768282343633366), np.float64(-0.9848541886724018)]"
0,397,State DG,DG,"[np.float64(0.05933837738863067), np.float64(-0.42599317108309576)]",1,"[np.float64(-0.768282343633366), np.float64(0.18484036931933734)]"
0,398,State CE,CE,"[np.float64(0.8225208887739721), np.float64(-0.22867878727094845)]",0,"[np.float64(0.231717656366634), np.float64(0.015145811327598227)]"
0,399,State AD,AD,"[np.float64(0.680474198818062), np.float64(0.05933837738863067)]",0,"[np.float64(0.22214063962692415), np.float64(-0.768282343633366)]"
0,400,State DF,DF,"[np.float64(0.05933837738863067), np.float64(-0.3303271765928927)]",1,"[np.float64(-0.768282343633366), np.float64(-0.9848541886724018)]"
0,401,State GF,GF,"[np.float64(-0.42599317108309576), np.float64(-0.3303271765928927)]",0,"[np.float64(0.18484036931933734), np.float64(-0.9848541886724018)]"
0,402,State BF,BF,"[np.float64(0.23443505019371397), np.float64(-0.3303271765928927)]",0,"[np.float64(-0.7778593603730758), np.float64(-0.9848541886724018)]"
0,403,State BG,BG,"[np.float64(0.23443505019371397), np.float64(-0.42599317108309576)]",1,"[np.float64(-0.7778593603730758), np.float64(0.18484036931933734)]"
0,404,State EN,EN,"[np.float64(-0.22867878727094845), np.float64(0.09)]",1,"[np.float64(0.015145811327598227), np.float64(0.09)]"
0,405,State BE,BE,"[np.float64(0.23443505019371397), np.float64(-0.22867878727094845)]",1,"[np.float64(-0.7778593603730758), np.float64(0.015145811327598227)]"
0,406,State BH,BH,"[np.float64(0.23443505019371397), np.float64(-0.5381073093845536)]",1,"[np.float64(-0.7778593603730758), np.float64(-0.8151596306806627)]"
0,407,State DG,DG,"[np.float64(0.05933837738863067), np.float64(-0.42599317108309576)]",1,"[np.float64(-0.768282343633366), np.float64(0.18484036931933734)]"
0,408,State CD,CD,"[np.float64(0.8225208887739721), np.float64(0.05933837738863067)]",0,"[np.float64(0.231717656366634), np.float64(-0.768282343633366)]"
0,409,State CE,CE,"[np.float64(0.8225208887739721), np.float64(-0.22867878727094845)]",0,"[np.float64(0.231717656366634), np.float64(0.015145811327598227)]"
0,410,State GH,GH,"[np.float64(-0.42599317108309576), np.float64(-0.5381073093845536)]",0,"[np.float64(0.18484036931933734), np.float64(-0.8151596306806627)]"
0,411,State DN,DN,"[np.float64(0.05933837738863067), np.float64(0.09)]",1,"[np.float64(-0.768282343633366), np.float64(0.09)]"
0,412,State BN,BN,"[np.float64(0.23443505019371397), np.float64(0.09)]",1,"[np.float64(-0.7778593603730758), np.float64(0.09)]"
0,413,State CB,CB,"[np.float64(0.8225208887739721), np.float64(0.23443505019371397)]",0,"[np.float64(0.231717656366634), np.float64(-0.7778593603730758)]"
0,414,State CE,CE,"[np.float64(0.8225208887739721), np.float64(-0.22867878727094845)]",0,"[np.float64(0.231717656366634), np.float64(0.015145811327598227)]"
0,415,State CE,CE,"[np.float64(0.8225208887739721), np.float64(-0.22867878727094845)]",0,"[np.float64(0.231717656366634), np.float64(0.015145811327598227)]"
0,416,State GF,GF,"[np.float64(-0.42599317108309576), np.float64(-0.3303271765928927)]",0,"[np.float64(0.18484036931933734), np.float64(-0.9848541886724018)]"
