factual_lr,counterfactual_lr,factual_actor_lr,counterfactual_actor_lr,critic_lr,temperature,mixing_factor,noise_factor,valence_factor,decay_factor
0.1,0.05,0.1,0.05,0.1,0.1,0.5,0.1,0.5,0
