block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,action,prediction_errors,correct_action,accuracy,w_values,v_values,trial_total,averaged_pe,w_values1,w_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[0, 0]",0,1,"[0.01, 0.01]",[0],1,0.0,0.01,0.01
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[-1, -1]",0,1,"[0.01, 0.01]",[0],1,-1.0,0.01,0.01
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",1,"[1, 0]",0,0,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[0, 0]",0,1,"[0.01, 0.01]",[0],1,0.0,0.01,0.01
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,[0.5 0.5],[np.float64(0.0)],2,0.0,0.5,0.5
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.88888889 0.11111111],[np.float64(0.0)],2,0.5,0.888888888888889,0.11111111111111112
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,[0.5 0.5],[np.float64(0.0)],2,0.0,0.5,0.5
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.45999999999999996), np.float64(-0.45999999999999996)]",0,0,[-0.88235294 -0.11764706],[np.float64(-0.54)],2,-0.45999999999999996,-0.8823529411764706,-0.11764705882352942
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.2116), np.float64(-0.2116)]",0,0,[-0.73528939 -0.26471061],[np.float64(-0.7884)],3,-0.2116,-0.73528938830718,-0.2647106116928199
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.45999999999999996), np.float64(-0.54)]",0,1,[0.9238965 0.0761035],[np.float64(0.54)],3,-0.040000000000000036,0.923896499238965,0.076103500761035
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.09733599999999998), np.float64(-0.09733599999999998)]",0,0,[-0.67446184 -0.32553816],[np.float64(-0.902664)],4,-0.09733599999999998,-0.6744618416858009,-0.32553815831419913
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(1.0), np.float64(1.0)]",0,1,[0.5 0.5],[np.float64(0.0)],3,1.0,0.5,0.5
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.0), np.float64(-1.0)]",0,1,[0.5 0.5],[np.float64(0.0)],3,-0.5,0.5,0.5
0,4,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.45999999999999996), np.float64(0.45999999999999996)]",0,1,[0.62745098 0.37254902],[np.float64(0.54)],4,0.45999999999999996,0.6274509803921569,0.37254901960784315
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.0), np.float64(-1.0)]",0,1,[0.53763441 0.46236559],[np.float64(0.0)],4,-0.5,0.5376344086021506,0.4623655913978495
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.2116), np.float64(-0.7884)]",0,1,[0.96736795 0.03263205],[np.float64(0.7884)],4,-0.2884,0.9673679495987093,0.03263205040129068
0,5,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.7884), np.float64(-0.7884)]",0,1,[0.67458673 0.32541327],[np.float64(0.7884)],5,-0.7884,0.6745867345169294,0.32541326548307054
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",1,"[np.float64(0.95522544), np.float64(-0.04477456000000002)]",0,0,[-0.64785383 -0.35214617],[np.float64(-0.95522544)],5,0.45522544,-0.6478538266483591,-0.3521461733516407
0,6,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.362664), np.float64(-0.362664)]",0,1,[0.53581346 0.46418654],[np.float64(0.362664)],6,-0.362664,0.5358134606954408,0.4641865393045593
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[0.57810151 0.42189849],[np.float64(0.0)],5,-1.0,0.5781015146259683,0.42189848537403163
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",1,"[np.float64(0.9794037024), np.float64(-0.020596297600000035)]",0,0,[-0.60917422 -0.39082578],[np.float64(-0.9794037024)],6,0.47940370239999996,-0.6091742222925997,-0.3908257777074003
0,5,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.09733599999999998), np.float64(-0.902664)]",0,1,[ 0.97925432 -0.02074568],[np.float64(0.902664)],5,-0.402664,0.9792543166400606,-0.020745683359939447
0,6,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.04477456000000002), np.float64(-0.95522544)]",0,1,[ 0.92424629 -0.07575371],[np.float64(0.95522544)],6,-0.45522544,0.9242462863496179,-0.07575371365038201
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.45999999999999996), np.float64(-0.45999999999999996)]",0,0,[0.25127982 0.74872018],[np.float64(-0.54)],6,-0.45999999999999996,0.25127981835312396,0.748720181646876
0,7,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.990525703104), np.float64(0.990525703104)]",0,1,[-0.57456345 -0.42543655],[np.float64(-0.990525703104)],7,0.990525703104,-0.5745634482222323,-0.42543655177776774
0,7,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",1,"[np.float64(-0.16682544), np.float64(-0.16682544)]",0,0,[0.45678815 0.54321185],[np.float64(0.16682544)],7,-0.16682544,0.45678814757385466,0.5432118524261452
0,7,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",1,"[np.float64(0.7884), np.float64(-0.2116)]",0,0,[0.28971148 0.71028852],[np.float64(-0.7884)],7,0.2884,0.28971147626702454,0.7102885237329755
0,8,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.45564182342784), np.float64(0.45564182342784)]",0,1,[-0.25035005 -0.74964995],[np.float64(-0.45564182342784)],8,0.45564182342784,-0.25035004836329294,-0.7496499516367071
0,8,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.07673970239999998), np.float64(-0.07673970239999998)]",0,1,[0.48828313 0.51171687],[np.float64(0.07673970239999998)],8,-0.07673970239999998,0.4882831324325534,0.5117168675674466
0,8,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",1,"[np.float64(0.902664), np.float64(-0.09733599999999998)]",0,0,[0.36007596 0.63992404],[np.float64(-0.902664)],8,0.402664,0.3600759577335794,0.6399240422664205
0,7,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.9794037024), np.float64(-0.9794037024)]",0,1,[ 0.86885106 -0.13114894],[np.float64(0.9794037024)],7,-0.9794037024,0.8688510640663256,-0.1311489359336744
0,8,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.450525703104), np.float64(-0.450525703104)]",0,1,[ 0.67686622 -0.32313378],[np.float64(0.450525703104)],8,-0.450525703104,0.6768662214600328,-0.32313377853996716
0,9,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.964699736896), np.float64(-0.03530026310399999)]",0,1,[0.47218771 0.52781229],[np.float64(0.03530026310399999)],9,0.46469973689599997,0.4721877077379918,0.5278122922620082
0,9,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.7927581765721601), np.float64(-0.20724182342783998)]",0,1,[ 0.56972857 -0.43027143],[np.float64(0.20724182342783998)],9,0.2927581765721601,0.5697285702638504,-0.4302714297361496
