block_number,trial_number,state_id,stim_id,action,w_values
0,30336,State AF,AF,0,"[np.float64(0.14299840604837882), np.float64(-0.9980100965015355)]"
0,30337,State BE,BE,1,"[np.float64(-0.8570015939516212), np.float64(0.0019899034984644914)]"
0,30338,State DF,DF,1,"[np.float64(-0.9893180141889132), np.float64(-0.9980100965015355)]"
0,30339,State DG,DG,1,"[np.float64(-0.9893180141889132), np.float64(0.016948656521464735)]"
0,30340,State EH,EH,0,"[np.float64(0.0019899034984644914), np.float64(-0.9830513434785353)]"
0,30341,State CG,CG,0,"[np.float64(-0.010681985811086755), np.float64(0.016948656521464735)]"
0,30342,State AN,AN,1,"[np.float64(0.14299840604837882), np.float64(0.46)]"
0,30343,State CF,CF,0,"[np.float64(-0.010681985811086755), np.float64(-0.9980100965015355)]"
0,30344,State AH,AH,0,"[np.float64(0.14299840604837882), np.float64(-0.9830513434785353)]"
0,30345,State BG,BG,1,"[np.float64(-0.8570015939516212), np.float64(0.016948656521464735)]"
0,30346,State HN,HN,1,"[np.float64(-0.9830513434785353), np.float64(0.46)]"
0,30347,State GN,GN,0,"[np.float64(0.016948656521464735), np.float64(0.46)]"
0,30348,State AD,AD,0,"[np.float64(0.14299840604837882), np.float64(-0.9893180141889132)]"
0,30349,State BH,BH,0,"[np.float64(-0.8570015939516212), np.float64(-0.9830513434785353)]"
0,30350,State AB,AB,0,"[np.float64(0.14299840604837882), np.float64(-0.8570015939516212)]"
0,30351,State AB,AB,0,"[np.float64(0.14299840604837882), np.float64(-0.8570015939516212)]"
0,30352,State CB,CB,0,"[np.float64(-0.010681985811086755), np.float64(-0.8570015939516212)]"
0,30353,State DE,DE,1,"[np.float64(-0.9893180141889132), np.float64(0.0019899034984644914)]"
0,30354,State BH,BH,0,"[np.float64(-0.8570015939516212), np.float64(-0.9830513434785353)]"
0,30355,State CD,CD,0,"[np.float64(-0.010681985811086755), np.float64(-0.9893180141889132)]"
0,30356,State EF,EF,0,"[np.float64(0.0019899034984644914), np.float64(-0.9980100965015355)]"
0,30357,State AD,AD,0,"[np.float64(0.14299840604837882), np.float64(-0.9893180141889132)]"
