block_number,trial_number,state_id,stim_id,q_values,action
0,36864,State CE,CE,"[np.float64(0.9426503611775131), np.float64(-0.6891876177989726)]",0
0,36865,State CF,CF,"[np.float64(0.9426503611775131), np.float64(-0.860149885112088)]",0
0,36866,State AB,AB,"[np.float64(0.308012938965654), np.float64(0.13992166007490772)]",0
0,36867,State AN,AN,"[np.float64(0.308012938965654), np.float64(0.86)]",0
0,36868,State EH,EH,"[np.float64(-0.6891876177989726), np.float64(-0.38629832035791556)]",1
0,36869,State CH,CH,"[np.float64(0.9426503611775131), np.float64(-0.38629832035791556)]",0
0,36870,State BF,BF,"[np.float64(0.13992166007490772), np.float64(-0.860149885112088)]",0
0,36871,State CG,CG,"[np.float64(0.9426503611775131), np.float64(-0.1403137187898065)]",0
0,36872,State EF,EF,"[np.float64(-0.6891876177989726), np.float64(-0.860149885112088)]",0
0,36873,State AD,AD,"[np.float64(0.308012938965654), np.float64(0.5916389321046202)]",1
0,36874,State CH,CH,"[np.float64(0.9426503611775131), np.float64(-0.38629832035791556)]",0
0,36875,State CF,CF,"[np.float64(0.9426503611775131), np.float64(-0.860149885112088)]",0
0,36876,State CG,CG,"[np.float64(0.9426503611775131), np.float64(-0.1403137187898065)]",0
0,36877,State CD,CD,"[np.float64(0.9426503611775131), np.float64(0.5916389321046202)]",0
0,36878,State DG,DG,"[np.float64(0.5916389321046202), np.float64(-0.1403137187898065)]",0
0,36879,State DN,DN,"[np.float64(0.5916389321046202), np.float64(0.86)]",1
0,36880,State BH,BH,"[np.float64(0.13992166007490772), np.float64(-0.38629832035791556)]",0
0,36881,State BG,BG,"[np.float64(0.13992166007490772), np.float64(-0.1403137187898065)]",0
0,36882,State BH,BH,"[np.float64(0.13992166007490772), np.float64(-0.38629832035791556)]",0
0,36883,State GH,GH,"[np.float64(-0.1403137187898065), np.float64(-0.38629832035791556)]",0
0,36884,State AH,AH,"[np.float64(0.308012938965654), np.float64(-0.38629832035791556)]",0
0,36885,State AH,AH,"[np.float64(0.308012938965654), np.float64(-0.38629832035791556)]",0
0,36886,State FN,FN,"[np.float64(-0.860149885112088), np.float64(0.86)]",1
0,36887,State CD,CD,"[np.float64(0.9426503611775131), np.float64(0.5916389321046202)]",0
0,36888,State BG,BG,"[np.float64(0.13992166007490772), np.float64(-0.1403137187898065)]",0
0,36889,State AE,AE,"[np.float64(0.308012938965654), np.float64(-0.6891876177989726)]",0
0,36890,State DH,DH,"[np.float64(0.5916389321046202), np.float64(-0.38629832035791556)]",0
0,36891,State BE,BE,"[np.float64(0.13992166007490772), np.float64(-0.6891876177989726)]",0
0,36892,State DE,DE,"[np.float64(0.5916389321046202), np.float64(-0.6891876177989726)]",0
0,36893,State CG,CG,"[np.float64(0.9426503611775131), np.float64(-0.1403137187898065)]",0
0,36894,State GH,GH,"[np.float64(-0.1403137187898065), np.float64(-0.38629832035791556)]",0
0,36895,State AH,AH,"[np.float64(0.308012938965654), np.float64(-0.38629832035791556)]",0
0,36896,State EH,EH,"[np.float64(-0.6891876177989726), np.float64(-0.38629832035791556)]",0
0,36897,State AF,AF,"[np.float64(0.308012938965654), np.float64(-0.860149885112088)]",0
0,36898,State AN,AN,"[np.float64(0.308012938965654), np.float64(0.86)]",1
0,36899,State CF,CF,"[np.float64(0.9426503611775131), np.float64(-0.860149885112088)]",0
0,36900,State EN,EN,"[np.float64(-0.6891876177989726), np.float64(0.86)]",1
0,36901,State CD,CD,"[np.float64(0.9426503611775131), np.float64(0.5916389321046202)]",0
0,36902,State CD,CD,"[np.float64(0.9426503611775131), np.float64(0.5916389321046202)]",0
0,36903,State EH,EH,"[np.float64(-0.6891876177989726), np.float64(-0.38629832035791556)]",1
0,36904,State CE,CE,"[np.float64(0.9426503611775131), np.float64(-0.6891876177989726)]",0
0,36905,State CH,CH,"[np.float64(0.9426503611775131), np.float64(-0.38629832035791556)]",0
0,36906,State HN,HN,"[np.float64(-0.38629832035791556), np.float64(0.86)]",1
0,36907,State EN,EN,"[np.float64(-0.6891876177989726), np.float64(0.86)]",1
0,36908,State AN,AN,"[np.float64(0.308012938965654), np.float64(0.86)]",1
0,36909,State AF,AF,"[np.float64(0.308012938965654), np.float64(-0.860149885112088)]",0
0,36910,State HN,HN,"[np.float64(-0.38629832035791556), np.float64(0.86)]",1
0,36911,State DF,DF,"[np.float64(0.5916389321046202), np.float64(-0.860149885112088)]",0
0,36912,State CE,CE,"[np.float64(0.9426503611775131), np.float64(-0.6891876177989726)]",0
0,36913,State HN,HN,"[np.float64(-0.38629832035791556), np.float64(0.86)]",1
0,36914,State CB,CB,"[np.float64(0.9426503611775131), np.float64(0.13992166007490772)]",0
0,36915,State GF,GF,"[np.float64(-0.1403137187898065), np.float64(-0.860149885112088)]",0
0,36916,State EN,EN,"[np.float64(-0.6891876177989726), np.float64(0.86)]",1
0,36917,State GN,GN,"[np.float64(-0.1403137187898065), np.float64(0.86)]",1
0,36918,State BN,BN,"[np.float64(0.13992166007490772), np.float64(0.86)]",1
0,36919,State DN,DN,"[np.float64(0.5916389321046202), np.float64(0.86)]",1
0,36920,State GF,GF,"[np.float64(-0.1403137187898065), np.float64(-0.860149885112088)]",0
0,36921,State DG,DG,"[np.float64(0.5916389321046202), np.float64(-0.1403137187898065)]",0
0,36922,State EH,EH,"[np.float64(-0.6891876177989726), np.float64(-0.38629832035791556)]",1
0,36923,State DH,DH,"[np.float64(0.5916389321046202), np.float64(-0.38629832035791556)]",0
0,36924,State HN,HN,"[np.float64(-0.38629832035791556), np.float64(0.86)]",1
0,36925,State AN,AN,"[np.float64(0.308012938965654), np.float64(0.86)]",1
0,36926,State DN,DN,"[np.float64(0.5916389321046202), np.float64(0.86)]",1
0,36927,State BH,BH,"[np.float64(0.13992166007490772), np.float64(-0.38629832035791556)]",0
