block_number,trial_number,state_id,stim_id,action,w_values
0,63744,State AE,AE,1,"[np.float64(0.3147059803799551), np.float64(0.39950818716577846)]"
0,63745,State AD,AD,0,"[np.float64(0.3147059803799551), np.float64(-0.8576539075659904)]"
0,63746,State AF,AF,1,"[np.float64(0.3147059803799551), np.float64(0.6004918128342215)]"
0,63747,State EF,EF,1,"[np.float64(0.39950818716577846), np.float64(0.6004918128342215)]"
0,63748,State GN,GN,1,"[np.float64(0.19104975700135335), np.float64(0.31)]"
0,63749,State FN,FN,0,"[np.float64(0.6004918128342215), np.float64(0.31)]"
0,63750,State CF,CF,1,"[np.float64(0.14234609243400967), np.float64(0.6004918128342215)]"
0,63751,State BH,BH,1,"[np.float64(-0.6852940196200448), np.float64(-0.8089502429986466)]"
0,63752,State AF,AF,1,"[np.float64(0.3147059803799551), np.float64(0.6004918128342215)]"
0,63753,State GF,GF,1,"[np.float64(0.19104975700135335), np.float64(0.6004918128342215)]"
0,63754,State BF,BF,1,"[np.float64(-0.6852940196200448), np.float64(0.6004918128342215)]"
0,63755,State EN,EN,1,"[np.float64(0.39950818716577846), np.float64(0.31)]"
0,63756,State GH,GH,0,"[np.float64(0.19104975700135335), np.float64(-0.8089502429986466)]"
0,63757,State AH,AH,0,"[np.float64(0.3147059803799551), np.float64(-0.8089502429986466)]"
0,63758,State EH,EH,0,"[np.float64(0.39950818716577846), np.float64(-0.8089502429986466)]"
0,63759,State DH,DH,1,"[np.float64(-0.8576539075659904), np.float64(-0.8089502429986466)]"
0,63760,State AN,AN,1,"[np.float64(0.3147059803799551), np.float64(0.31)]"
0,63761,State CB,CB,0,"[np.float64(0.14234609243400967), np.float64(-0.6852940196200448)]"
0,63762,State FN,FN,0,"[np.float64(0.6004918128342215), np.float64(0.31)]"
0,63763,State BH,BH,0,"[np.float64(-0.6852940196200448), np.float64(-0.8089502429986466)]"
0,63764,State DE,DE,1,"[np.float64(-0.8576539075659904), np.float64(0.39950818716577846)]"
0,63765,State AE,AE,0,"[np.float64(0.3147059803799551), np.float64(0.39950818716577846)]"
0,63766,State EH,EH,0,"[np.float64(0.39950818716577846), np.float64(-0.8089502429986466)]"
0,63767,State BG,BG,1,"[np.float64(-0.6852940196200448), np.float64(0.19104975700135335)]"
0,63768,State BE,BE,1,"[np.float64(-0.6852940196200448), np.float64(0.39950818716577846)]"
0,63769,State BH,BH,1,"[np.float64(-0.6852940196200448), np.float64(-0.8089502429986466)]"
0,63770,State BN,BN,1,"[np.float64(-0.6852940196200448), np.float64(0.31)]"
0,63771,State EF,EF,1,"[np.float64(0.39950818716577846), np.float64(0.6004918128342215)]"
0,63772,State BE,BE,1,"[np.float64(-0.6852940196200448), np.float64(0.39950818716577846)]"
0,63773,State DN,DN,1,"[np.float64(-0.8576539075659904), np.float64(0.31)]"
0,63774,State BG,BG,1,"[np.float64(-0.6852940196200448), np.float64(0.19104975700135335)]"
0,63775,State AB,AB,0,"[np.float64(0.3147059803799551), np.float64(-0.6852940196200448)]"
0,63776,State DH,DH,1,"[np.float64(-0.8576539075659904), np.float64(-0.8089502429986466)]"
0,63777,State AH,AH,0,"[np.float64(0.3147059803799551), np.float64(-0.8089502429986466)]"
0,63778,State DG,DG,1,"[np.float64(-0.8576539075659904), np.float64(0.19104975700135335)]"
0,63779,State CD,CD,0,"[np.float64(0.14234609243400967), np.float64(-0.8576539075659904)]"
0,63780,State CN,CN,1,"[np.float64(0.14234609243400967), np.float64(0.31)]"
0,63781,State AD,AD,0,"[np.float64(0.3147059803799551), np.float64(-0.8576539075659904)]"
0,63782,State BH,BH,1,"[np.float64(-0.6852940196200448), np.float64(-0.8089502429986466)]"
0,63783,State CD,CD,0,"[np.float64(0.14234609243400967), np.float64(-0.8576539075659904)]"
0,63784,State AB,AB,0,"[np.float64(0.3147059803799551), np.float64(-0.6852940196200448)]"
0,63785,State CG,CG,0,"[np.float64(0.14234609243400967), np.float64(0.19104975700135335)]"
0,63786,State AF,AF,1,"[np.float64(0.3147059803799551), np.float64(0.6004918128342215)]"
0,63787,State CE,CE,1,"[np.float64(0.14234609243400967), np.float64(0.39950818716577846)]"
0,63788,State DN,DN,1,"[np.float64(-0.8576539075659904), np.float64(0.31)]"
0,63789,State AE,AE,1,"[np.float64(0.3147059803799551), np.float64(0.39950818716577846)]"
0,63790,State EF,EF,0,"[np.float64(0.39950818716577846), np.float64(0.6004918128342215)]"
0,63791,State AF,AF,0,"[np.float64(0.3147059803799551), np.float64(0.6004918128342215)]"
0,63792,State AN,AN,1,"[np.float64(0.3147059803799551), np.float64(0.31)]"
0,63793,State HN,HN,1,"[np.float64(-0.8089502429986466), np.float64(0.31)]"
0,63794,State GH,GH,0,"[np.float64(0.19104975700135335), np.float64(-0.8089502429986466)]"
0,63795,State CE,CE,1,"[np.float64(0.14234609243400967), np.float64(0.39950818716577846)]"
0,63796,State GF,GF,1,"[np.float64(0.19104975700135335), np.float64(0.6004918128342215)]"
0,63797,State CH,CH,0,"[np.float64(0.14234609243400967), np.float64(-0.8089502429986466)]"
0,63798,State BG,BG,1,"[np.float64(-0.6852940196200448), np.float64(0.19104975700135335)]"
0,63799,State BN,BN,1,"[np.float64(-0.6852940196200448), np.float64(0.31)]"
0,63800,State CF,CF,1,"[np.float64(0.14234609243400967), np.float64(0.6004918128342215)]"
0,63801,State BN,BN,1,"[np.float64(-0.6852940196200448), np.float64(0.31)]"
0,63802,State CB,CB,0,"[np.float64(0.14234609243400967), np.float64(-0.6852940196200448)]"
0,63803,State GN,GN,1,"[np.float64(0.19104975700135335), np.float64(0.31)]"
0,63804,State CB,CB,0,"[np.float64(0.14234609243400967), np.float64(-0.6852940196200448)]"
0,63805,State AN,AN,1,"[np.float64(0.3147059803799551), np.float64(0.31)]"
0,63806,State HN,HN,1,"[np.float64(-0.8089502429986466), np.float64(0.31)]"
0,63807,State DF,DF,1,"[np.float64(-0.8576539075659904), np.float64(0.6004918128342215)]"
0,63808,State CD,CD,0,"[np.float64(0.14234609243400967), np.float64(-0.8576539075659904)]"
0,63809,State CE,CE,1,"[np.float64(0.14234609243400967), np.float64(0.39950818716577846)]"
0,63810,State AE,AE,0,"[np.float64(0.3147059803799551), np.float64(0.39950818716577846)]"
0,63811,State BN,BN,1,"[np.float64(-0.6852940196200448), np.float64(0.31)]"
0,63812,State BG,BG,1,"[np.float64(-0.6852940196200448), np.float64(0.19104975700135335)]"
0,63813,State CH,CH,0,"[np.float64(0.14234609243400967), np.float64(-0.8089502429986466)]"
0,63814,State DF,DF,1,"[np.float64(-0.8576539075659904), np.float64(0.6004918128342215)]"
0,63815,State HN,HN,1,"[np.float64(-0.8089502429986466), np.float64(0.31)]"
0,63816,State AB,AB,0,"[np.float64(0.3147059803799551), np.float64(-0.6852940196200448)]"
0,63817,State EN,EN,0,"[np.float64(0.39950818716577846), np.float64(0.31)]"
0,63818,State GH,GH,0,"[np.float64(0.19104975700135335), np.float64(-0.8089502429986466)]"
0,63819,State HN,HN,1,"[np.float64(-0.8089502429986466), np.float64(0.31)]"
0,63820,State EN,EN,1,"[np.float64(0.39950818716577846), np.float64(0.31)]"
0,63821,State CF,CF,1,"[np.float64(0.14234609243400967), np.float64(0.6004918128342215)]"
0,63822,State GF,GF,1,"[np.float64(0.19104975700135335), np.float64(0.6004918128342215)]"
0,63823,State BH,BH,0,"[np.float64(-0.6852940196200448), np.float64(-0.8089502429986466)]"
0,63824,State AG,AG,0,"[np.float64(0.3147059803799551), np.float64(0.19104975700135335)]"
0,63825,State AN,AN,0,"[np.float64(0.3147059803799551), np.float64(0.31)]"
0,63826,State BF,BF,1,"[np.float64(-0.6852940196200448), np.float64(0.6004918128342215)]"
0,63827,State CF,CF,1,"[np.float64(0.14234609243400967), np.float64(0.6004918128342215)]"
0,63828,State DN,DN,1,"[np.float64(-0.8576539075659904), np.float64(0.31)]"
0,63829,State AN,AN,0,"[np.float64(0.3147059803799551), np.float64(0.31)]"
0,63830,State CN,CN,1,"[np.float64(0.14234609243400967), np.float64(0.31)]"
0,63831,State CE,CE,0,"[np.float64(0.14234609243400967), np.float64(0.39950818716577846)]"
0,63832,State DF,DF,1,"[np.float64(-0.8576539075659904), np.float64(0.6004918128342215)]"
0,63833,State DE,DE,1,"[np.float64(-0.8576539075659904), np.float64(0.39950818716577846)]"
0,63834,State AG,AG,1,"[np.float64(0.3147059803799551), np.float64(0.19104975700135335)]"
0,63835,State DN,DN,1,"[np.float64(-0.8576539075659904), np.float64(0.31)]"
0,63836,State CD,CD,0,"[np.float64(0.14234609243400967), np.float64(-0.8576539075659904)]"
0,63837,State EN,EN,0,"[np.float64(0.39950818716577846), np.float64(0.31)]"
0,63838,State BF,BF,1,"[np.float64(-0.6852940196200448), np.float64(0.6004918128342215)]"
0,63839,State HN,HN,1,"[np.float64(-0.8089502429986466), np.float64(0.31)]"
0,63840,State GF,GF,0,"[np.float64(0.19104975700135335), np.float64(0.6004918128342215)]"
0,63841,State AH,AH,0,"[np.float64(0.3147059803799551), np.float64(-0.8089502429986466)]"
0,63842,State CF,CF,1,"[np.float64(0.14234609243400967), np.float64(0.6004918128342215)]"
0,63843,State AE,AE,0,"[np.float64(0.3147059803799551), np.float64(0.39950818716577846)]"
0,63844,State GH,GH,0,"[np.float64(0.19104975700135335), np.float64(-0.8089502429986466)]"
0,63845,State CN,CN,1,"[np.float64(0.14234609243400967), np.float64(0.31)]"
0,63846,State BF,BF,1,"[np.float64(-0.6852940196200448), np.float64(0.6004918128342215)]"
