block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",1,"[np.float64(0.14), np.float64(-0.86)]",0,0,1,-0.36,0.0,0.0
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",0,"[np.float64(0.86), np.float64(-0.14)]",0,1,1,0.36,0.0,0.0
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[np.float64(0.14), np.float64(-0.86)]",0,1,1,-0.36,0.0,0.0
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",0,"[np.float64(0.86), np.float64(-0.14)]",0,1,1,0.36,0.0,0.0
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.11900000000000001), np.float64(-0.2666)]",0,"[np.float64(0.021000000000000005), np.float64(-0.5933999999999999)]",0,1,2,-0.28619999999999995,0.11900000000000001,-0.2666
0,2,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.731), np.float64(-0.0434)]",0,"[np.float64(-0.731), np.float64(0.0434)]",0,1,2,-0.3438,0.731,-0.0434
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.731), np.float64(-0.0434)]",0,"[np.float64(-0.731), np.float64(0.0434)]",0,1,2,-0.3438,0.731,-0.0434
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(0.0434), np.float64(-0.731)]",0,"[np.float64(-0.9034), np.float64(0.871)]",0,1,2,-0.016199999999999992,0.0434,-0.731
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.72449), np.float64(-0.46099)]",1,"[np.float64(0.004489999999999994), np.float64(-0.25900999999999996)]",0,0,3,-0.12725999999999998,-0.72449,-0.46099
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.10965000000000003), np.float64(-0.029946)]",0,"[np.float64(0.75035), np.float64(-0.11005400000000001)]",0,1,3,0.320148,0.10965000000000003,-0.029946
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.7230981), np.float64(-0.6811484999999999)]",1,"[np.float64(0.7230981), np.float64(0.6811484999999999)]",0,0,4,0.7021233,-0.7230981,-0.6811484999999999
