block_number,trial_number,state_id,stim_id,action,w_values
0,73728,State AF,AF,0,"[np.float64(0.3894365101938629), np.float64(-0.5375071440212904)]"
0,73729,State CD,CD,0,"[np.float64(-0.44099760094527807), np.float64(-0.559002399054722)]"
0,73730,State CN,CN,1,"[np.float64(-0.44099760094527807), np.float64(0.05)]"
0,73731,State GH,GH,0,"[np.float64(-0.3875781356397353), np.float64(-0.6124218643602646)]"
0,73732,State BG,BG,1,"[np.float64(-0.6105634898061371), np.float64(-0.3875781356397353)]"
0,73733,State CF,CF,1,"[np.float64(-0.44099760094527807), np.float64(-0.5375071440212904)]"
0,73734,State HN,HN,1,"[np.float64(-0.6124218643602646), np.float64(0.05)]"
0,73735,State AN,AN,0,"[np.float64(0.3894365101938629), np.float64(0.05)]"
0,73736,State CF,CF,1,"[np.float64(-0.44099760094527807), np.float64(-0.5375071440212904)]"
0,73737,State CD,CD,0,"[np.float64(-0.44099760094527807), np.float64(-0.559002399054722)]"
0,73738,State EN,EN,1,"[np.float64(-0.4624928559787097), np.float64(0.05)]"
0,73739,State DG,DG,0,"[np.float64(-0.559002399054722), np.float64(-0.3875781356397353)]"
0,73740,State DF,DF,1,"[np.float64(-0.559002399054722), np.float64(-0.5375071440212904)]"
0,73741,State GN,GN,1,"[np.float64(-0.3875781356397353), np.float64(0.05)]"
0,73742,State EH,EH,0,"[np.float64(-0.4624928559787097), np.float64(-0.6124218643602646)]"
0,73743,State BN,BN,1,"[np.float64(-0.6105634898061371), np.float64(0.05)]"
0,73744,State AB,AB,0,"[np.float64(0.3894365101938629), np.float64(-0.6105634898061371)]"
0,73745,State CE,CE,1,"[np.float64(-0.44099760094527807), np.float64(-0.4624928559787097)]"
0,73746,State GN,GN,1,"[np.float64(-0.3875781356397353), np.float64(0.05)]"
0,73747,State EF,EF,0,"[np.float64(-0.4624928559787097), np.float64(-0.5375071440212904)]"
0,73748,State GF,GF,0,"[np.float64(-0.3875781356397353), np.float64(-0.5375071440212904)]"
