block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[0, 0]",1,"[0, 1]",0,0,[0.265],[0.5],1,0.5,0.0,0.0
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.33)]",1,"[np.float64(0.735), np.float64(-0.595)]",0,0,[0.38955],[0.235],2,0.07,0.0,0.33
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",0,"[0, 0]",0,1,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,[0.265],[0.5],1,0.5,0.0,0.0
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[-0.53],[-1.],2,-1.0,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",0,"[-1, -1]",0,1,[-0.53],[-1.],1,-1.0,0.0,0.0
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.4), np.float64(0.0)]",0,"[np.float64(-0.665), np.float64(-0.265)]",0,1,[0.12455],[-0.265],2,-0.465,0.4,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.33), np.float64(-0.4)]",1,"[np.float64(0.8600000000000001), np.float64(-0.06999999999999995)]",0,0,[-0.5141],[0.03],2,0.3950000000000001,-0.33,-0.4
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.014000000000000068), np.float64(-0.42310000000000003)]",0,"[np.float64(0.5001), np.float64(-0.06279999999999997)]",0,1,[-0.506627],[0.0141],3,0.21865,0.014000000000000068,-0.42310000000000003
0,3,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.294), np.float64(0.13365000000000002)]",1,"[np.float64(-0.68355), np.float64(0.4767999999999999)]",0,0,[0.4480885],[0.11045],3,-0.10337500000000005,0.294,0.13365000000000002
