block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,67584,State EH,EH,"[np.float64(-5.9705481353484183e-05), np.float64(-0.9985097360410589)]",0,"[np.float64(0.3771162138241609), np.float64(-0.6682547342505148)]"
0,67585,State FN,FN,"[np.float64(-0.26097965276543456), np.float64(-0.27)]",0,"[np.float64(-0.6228837861758391), np.float64(-0.27)]"
0,67586,State GN,GN,"[np.float64(-0.00011571855797347993), np.float64(-0.27)]",0,"[np.float64(0.33174526574948515), np.float64(-0.27)]"
0,67587,State BF,BF,"[np.float64(0.004453326684678099), np.float64(-0.26097965276543456)]",0,"[np.float64(-0.17887533638913636), np.float64(-0.6228837861758391)]"
0,67588,State EH,EH,"[np.float64(-5.9705481353484183e-05), np.float64(-0.9985097360410589)]",0,"[np.float64(0.3771162138241609), np.float64(-0.6682547342505148)]"
0,67589,State EN,EN,"[np.float64(-5.9705481353484183e-05), np.float64(-0.27)]",0,"[np.float64(0.3771162138241609), np.float64(-0.27)]"
0,67590,State CF,CF,"[np.float64(0.9993365625571844), np.float64(-0.26097965276543456)]",0,"[np.float64(0.8033682295355549), np.float64(-0.6228837861758391)]"
0,67591,State CE,CE,"[np.float64(0.9993365625571844), np.float64(-5.9705481353484183e-05)]",0,"[np.float64(0.8033682295355549), np.float64(0.3771162138241609)]"
0,67592,State DH,DH,"[np.float64(0.0009702192051525278), np.float64(-0.9985097360410589)]",0,"[np.float64(-0.19663177046444513), np.float64(-0.6682547342505148)]"
0,67593,State GH,GH,"[np.float64(-0.00011571855797347993), np.float64(-0.9985097360410589)]",0,"[np.float64(0.33174526574948515), np.float64(-0.6682547342505148)]"
0,67594,State BG,BG,"[np.float64(0.004453326684678099), np.float64(-0.00011571855797347993)]",1,"[np.float64(-0.17887533638913636), np.float64(0.33174526574948515)]"
0,67595,State DG,DG,"[np.float64(0.0009702192051525278), np.float64(-0.00011571855797347993)]",1,"[np.float64(-0.19663177046444513), np.float64(0.33174526574948515)]"
0,67596,State DG,DG,"[np.float64(0.0009702192051525278), np.float64(-0.00011571855797347993)]",1,"[np.float64(-0.19663177046444513), np.float64(0.33174526574948515)]"
0,67597,State CH,CH,"[np.float64(0.9993365625571844), np.float64(-0.9985097360410589)]",0,"[np.float64(0.8033682295355549), np.float64(-0.6682547342505148)]"
0,67598,State CG,CG,"[np.float64(0.9993365625571844), np.float64(-0.00011571855797347993)]",0,"[np.float64(0.8033682295355549), np.float64(0.33174526574948515)]"
0,67599,State DG,DG,"[np.float64(0.0009702192051525278), np.float64(-0.00011571855797347993)]",0,"[np.float64(-0.19663177046444513), np.float64(0.33174526574948515)]"
0,67600,State AF,AF,"[np.float64(0.9998844859799025), np.float64(-0.26097965276543456)]",0,"[np.float64(0.8211246636108637), np.float64(-0.6228837861758391)]"
0,67601,State DE,DE,"[np.float64(0.0009702192051525278), np.float64(-5.9705481353484183e-05)]",1,"[np.float64(-0.19663177046444513), np.float64(0.3771162138241609)]"
0,67602,State CB,CB,"[np.float64(0.9993365625571844), np.float64(0.004453326684678099)]",0,"[np.float64(0.8033682295355549), np.float64(-0.17887533638913636)]"
0,67603,State CE,CE,"[np.float64(0.9993365625571844), np.float64(-5.9705481353484183e-05)]",0,"[np.float64(0.8033682295355549), np.float64(0.3771162138241609)]"
0,67604,State BE,BE,"[np.float64(0.004453326684678099), np.float64(-5.9705481353484183e-05)]",1,"[np.float64(-0.17887533638913636), np.float64(0.3771162138241609)]"
0,67605,State GN,GN,"[np.float64(-0.00011571855797347993), np.float64(-0.27)]",0,"[np.float64(0.33174526574948515), np.float64(-0.27)]"
