block_number,trial_number,state_id,stim_id,action,w_values
0,44160,State CD,CD,1,"[np.float64(-0.23162423754985603), np.float64(0.7683757624501439)]"
0,44161,State GN,GN,1,"[np.float64(0.08955371046500939), np.float64(0.72)]"
0,44162,State EH,EH,0,"[np.float64(-0.17308362166702668), np.float64(-0.9104462895349906)]"
0,44163,State DN,DN,0,"[np.float64(0.7683757624501439), np.float64(0.72)]"
0,44164,State GN,GN,1,"[np.float64(0.08955371046500939), np.float64(0.72)]"
0,44165,State BN,BN,1,"[np.float64(-0.7078754394154155), np.float64(0.72)]"
0,44166,State AG,AG,1,"[np.float64(0.29212456058458447), np.float64(0.08955371046500939)]"
0,44167,State CG,CG,1,"[np.float64(-0.23162423754985603), np.float64(0.08955371046500939)]"
0,44168,State CH,CH,0,"[np.float64(-0.23162423754985603), np.float64(-0.9104462895349906)]"
0,44169,State FN,FN,1,"[np.float64(-0.8269163783329734), np.float64(0.72)]"
0,44170,State AD,AD,1,"[np.float64(0.29212456058458447), np.float64(0.7683757624501439)]"
0,44171,State EF,EF,0,"[np.float64(-0.17308362166702668), np.float64(-0.8269163783329734)]"
0,44172,State AN,AN,1,"[np.float64(0.29212456058458447), np.float64(0.72)]"
0,44173,State CG,CG,1,"[np.float64(-0.23162423754985603), np.float64(0.08955371046500939)]"
0,44174,State BE,BE,1,"[np.float64(-0.7078754394154155), np.float64(-0.17308362166702668)]"
0,44175,State AB,AB,0,"[np.float64(0.29212456058458447), np.float64(-0.7078754394154155)]"
0,44176,State GF,GF,0,"[np.float64(0.08955371046500939), np.float64(-0.8269163783329734)]"
0,44177,State AE,AE,0,"[np.float64(0.29212456058458447), np.float64(-0.17308362166702668)]"
0,44178,State CE,CE,0,"[np.float64(-0.23162423754985603), np.float64(-0.17308362166702668)]"
0,44179,State AN,AN,1,"[np.float64(0.29212456058458447), np.float64(0.72)]"
0,44180,State CF,CF,0,"[np.float64(-0.23162423754985603), np.float64(-0.8269163783329734)]"
0,44181,State CB,CB,0,"[np.float64(-0.23162423754985603), np.float64(-0.7078754394154155)]"
0,44182,State DF,DF,0,"[np.float64(0.7683757624501439), np.float64(-0.8269163783329734)]"
0,44183,State CG,CG,1,"[np.float64(-0.23162423754985603), np.float64(0.08955371046500939)]"
0,44184,State FN,FN,1,"[np.float64(-0.8269163783329734), np.float64(0.72)]"
0,44185,State EN,EN,1,"[np.float64(-0.17308362166702668), np.float64(0.72)]"
0,44186,State DN,DN,1,"[np.float64(0.7683757624501439), np.float64(0.72)]"
0,44187,State DF,DF,0,"[np.float64(0.7683757624501439), np.float64(-0.8269163783329734)]"
0,44188,State AF,AF,0,"[np.float64(0.29212456058458447), np.float64(-0.8269163783329734)]"
0,44189,State CF,CF,0,"[np.float64(-0.23162423754985603), np.float64(-0.8269163783329734)]"
0,44190,State DE,DE,0,"[np.float64(0.7683757624501439), np.float64(-0.17308362166702668)]"
0,44191,State AG,AG,0,"[np.float64(0.29212456058458447), np.float64(0.08955371046500939)]"
0,44192,State BG,BG,1,"[np.float64(-0.7078754394154155), np.float64(0.08955371046500939)]"
0,44193,State GN,GN,1,"[np.float64(0.08955371046500939), np.float64(0.72)]"
0,44194,State EN,EN,1,"[np.float64(-0.17308362166702668), np.float64(0.72)]"
0,44195,State GH,GH,0,"[np.float64(0.08955371046500939), np.float64(-0.9104462895349906)]"
0,44196,State BE,BE,1,"[np.float64(-0.7078754394154155), np.float64(-0.17308362166702668)]"
0,44197,State BN,BN,1,"[np.float64(-0.7078754394154155), np.float64(0.72)]"
0,44198,State GF,GF,0,"[np.float64(0.08955371046500939), np.float64(-0.8269163783329734)]"
0,44199,State AF,AF,0,"[np.float64(0.29212456058458447), np.float64(-0.8269163783329734)]"
0,44200,State AN,AN,1,"[np.float64(0.29212456058458447), np.float64(0.72)]"
0,44201,State CE,CE,1,"[np.float64(-0.23162423754985603), np.float64(-0.17308362166702668)]"
0,44202,State CN,CN,1,"[np.float64(-0.23162423754985603), np.float64(0.72)]"
0,44203,State GF,GF,0,"[np.float64(0.08955371046500939), np.float64(-0.8269163783329734)]"
0,44204,State AB,AB,0,"[np.float64(0.29212456058458447), np.float64(-0.7078754394154155)]"
0,44205,State CB,CB,0,"[np.float64(-0.23162423754985603), np.float64(-0.7078754394154155)]"
0,44206,State AE,AE,0,"[np.float64(0.29212456058458447), np.float64(-0.17308362166702668)]"
0,44207,State EH,EH,0,"[np.float64(-0.17308362166702668), np.float64(-0.9104462895349906)]"
0,44208,State AB,AB,0,"[np.float64(0.29212456058458447), np.float64(-0.7078754394154155)]"
0,44209,State CG,CG,1,"[np.float64(-0.23162423754985603), np.float64(0.08955371046500939)]"
0,44210,State EH,EH,0,"[np.float64(-0.17308362166702668), np.float64(-0.9104462895349906)]"
0,44211,State EF,EF,0,"[np.float64(-0.17308362166702668), np.float64(-0.8269163783329734)]"
0,44212,State AF,AF,0,"[np.float64(0.29212456058458447), np.float64(-0.8269163783329734)]"
0,44213,State CG,CG,1,"[np.float64(-0.23162423754985603), np.float64(0.08955371046500939)]"
0,44214,State DN,DN,1,"[np.float64(0.7683757624501439), np.float64(0.72)]"
0,44215,State CE,CE,1,"[np.float64(-0.23162423754985603), np.float64(-0.17308362166702668)]"
0,44216,State AH,AH,0,"[np.float64(0.29212456058458447), np.float64(-0.9104462895349906)]"
0,44217,State CN,CN,1,"[np.float64(-0.23162423754985603), np.float64(0.72)]"
0,44218,State DH,DH,0,"[np.float64(0.7683757624501439), np.float64(-0.9104462895349906)]"
0,44219,State AH,AH,0,"[np.float64(0.29212456058458447), np.float64(-0.9104462895349906)]"
0,44220,State CB,CB,0,"[np.float64(-0.23162423754985603), np.float64(-0.7078754394154155)]"
0,44221,State BN,BN,1,"[np.float64(-0.7078754394154155), np.float64(0.72)]"
0,44222,State GN,GN,1,"[np.float64(0.08955371046500939), np.float64(0.72)]"
0,44223,State FN,FN,1,"[np.float64(-0.8269163783329734), np.float64(0.72)]"
0,44224,State GH,GH,0,"[np.float64(0.08955371046500939), np.float64(-0.9104462895349906)]"
0,44225,State DF,DF,0,"[np.float64(0.7683757624501439), np.float64(-0.8269163783329734)]"
0,44226,State EH,EH,0,"[np.float64(-0.17308362166702668), np.float64(-0.9104462895349906)]"
0,44227,State CH,CH,0,"[np.float64(-0.23162423754985603), np.float64(-0.9104462895349906)]"
0,44228,State DF,DF,0,"[np.float64(0.7683757624501439), np.float64(-0.8269163783329734)]"
0,44229,State CN,CN,1,"[np.float64(-0.23162423754985603), np.float64(0.72)]"
0,44230,State AF,AF,0,"[np.float64(0.29212456058458447), np.float64(-0.8269163783329734)]"
0,44231,State GF,GF,0,"[np.float64(0.08955371046500939), np.float64(-0.8269163783329734)]"
0,44232,State BN,BN,1,"[np.float64(-0.7078754394154155), np.float64(0.72)]"
