block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,60672,State CB,CB,"[np.float64(0.7455548654792952), np.float64(0.14528319815246657)]",0,"[np.float64(0.02825954499257524), np.float64(-0.8584349747805748)]"
0,60673,State DN,DN,"[np.float64(0.004545586613192649), np.float64(0.5)]",1,"[np.float64(-0.9717404550074248), np.float64(0.5)]"
0,60674,State CF,CF,"[np.float64(0.7455548654792952), np.float64(-0.14997460761779027)]",0,"[np.float64(0.02825954499257524), np.float64(-0.8794962330628333)]"
0,60675,State EH,EH,"[np.float64(-0.003876261239502032), np.float64(-0.853596678506509)]",0,"[np.float64(0.12050376693716675), np.float64(-0.6367831167974399)]"
0,60676,State CH,CH,"[np.float64(0.7455548654792952), np.float64(-0.853596678506509)]",0,"[np.float64(0.02825954499257524), np.float64(-0.6367831167974399)]"
0,60677,State GN,GN,"[np.float64(-0.022233808260800587), np.float64(0.5)]",1,"[np.float64(0.36321688320256), np.float64(0.5)]"
0,60678,State GF,GF,"[np.float64(-0.022233808260800587), np.float64(-0.14997460761779027)]",0,"[np.float64(0.36321688320256), np.float64(-0.8794962330628333)]"
0,60679,State EN,EN,"[np.float64(-0.003876261239502032), np.float64(0.5)]",1,"[np.float64(0.12050376693716675), np.float64(0.5)]"
0,60680,State CD,CD,"[np.float64(0.7455548654792952), np.float64(0.004545586613192649)]",0,"[np.float64(0.02825954499257524), np.float64(-0.9717404550074248)]"
0,60681,State DG,DG,"[np.float64(0.004545586613192649), np.float64(-0.022233808260800587)]",1,"[np.float64(-0.9717404550074248), np.float64(0.36321688320256)]"
0,60682,State DN,DN,"[np.float64(0.004545586613192649), np.float64(0.5)]",1,"[np.float64(-0.9717404550074248), np.float64(0.5)]"
0,60683,State EF,EF,"[np.float64(-0.003876261239502032), np.float64(-0.14997460761779027)]",0,"[np.float64(0.12050376693716675), np.float64(-0.8794962330628333)]"
0,60684,State DE,DE,"[np.float64(0.004545586613192649), np.float64(-0.003876261239502032)]",1,"[np.float64(-0.9717404550074248), np.float64(0.12050376693716675)]"
0,60685,State BH,BH,"[np.float64(0.14528319815246657), np.float64(-0.853596678506509)]",0,"[np.float64(-0.8584349747805748), np.float64(-0.6367831167974399)]"
0,60686,State AD,AD,"[np.float64(0.9617691709529558), np.float64(0.004545586613192649)]",0,"[np.float64(0.14156502521942518), np.float64(-0.9717404550074248)]"
0,60687,State BF,BF,"[np.float64(0.14528319815246657), np.float64(-0.14997460761779027)]",0,"[np.float64(-0.8584349747805748), np.float64(-0.8794962330628333)]"
0,60688,State EN,EN,"[np.float64(-0.003876261239502032), np.float64(0.5)]",1,"[np.float64(0.12050376693716675), np.float64(0.5)]"
0,60689,State EH,EH,"[np.float64(-0.003876261239502032), np.float64(-0.853596678506509)]",0,"[np.float64(0.12050376693716675), np.float64(-0.6367831167974399)]"
0,60690,State AE,AE,"[np.float64(0.9617691709529558), np.float64(-0.003876261239502032)]",1,"[np.float64(0.14156502521942518), np.float64(0.12050376693716675)]"
0,60691,State BF,BF,"[np.float64(0.14528319815246657), np.float64(-0.14997460761779027)]",0,"[np.float64(-0.8584349747805748), np.float64(-0.8794962330628333)]"
0,60692,State AN,AN,"[np.float64(0.9617691709529558), np.float64(0.5)]",1,"[np.float64(0.14156502521942518), np.float64(0.5)]"
0,60693,State AN,AN,"[np.float64(0.9617691709529558), np.float64(0.5)]",0,"[np.float64(0.14156502521942518), np.float64(0.5)]"
0,60694,State DE,DE,"[np.float64(0.004545586613192649), np.float64(-0.003876261239502032)]",1,"[np.float64(-0.9717404550074248), np.float64(0.12050376693716675)]"
0,60695,State CB,CB,"[np.float64(0.7455548654792952), np.float64(0.14528319815246657)]",0,"[np.float64(0.02825954499257524), np.float64(-0.8584349747805748)]"
0,60696,State DG,DG,"[np.float64(0.004545586613192649), np.float64(-0.022233808260800587)]",1,"[np.float64(-0.9717404550074248), np.float64(0.36321688320256)]"
0,60697,State AG,AG,"[np.float64(0.9617691709529558), np.float64(-0.022233808260800587)]",1,"[np.float64(0.14156502521942518), np.float64(0.36321688320256)]"
0,60698,State GH,GH,"[np.float64(-0.022233808260800587), np.float64(-0.853596678506509)]",0,"[np.float64(0.36321688320256), np.float64(-0.6367831167974399)]"
0,60699,State AN,AN,"[np.float64(0.9617691709529558), np.float64(0.5)]",1,"[np.float64(0.14156502521942518), np.float64(0.5)]"
0,60700,State CB,CB,"[np.float64(0.7455548654792952), np.float64(0.14528319815246657)]",0,"[np.float64(0.02825954499257524), np.float64(-0.8584349747805748)]"
0,60701,State BN,BN,"[np.float64(0.14528319815246657), np.float64(0.5)]",1,"[np.float64(-0.8584349747805748), np.float64(0.5)]"
0,60702,State CH,CH,"[np.float64(0.7455548654792952), np.float64(-0.853596678506509)]",0,"[np.float64(0.02825954499257524), np.float64(-0.6367831167974399)]"
0,60703,State EH,EH,"[np.float64(-0.003876261239502032), np.float64(-0.853596678506509)]",0,"[np.float64(0.12050376693716675), np.float64(-0.6367831167974399)]"
0,60704,State AB,AB,"[np.float64(0.9617691709529558), np.float64(0.14528319815246657)]",0,"[np.float64(0.14156502521942518), np.float64(-0.8584349747805748)]"
0,60705,State GH,GH,"[np.float64(-0.022233808260800587), np.float64(-0.853596678506509)]",0,"[np.float64(0.36321688320256), np.float64(-0.6367831167974399)]"
0,60706,State BG,BG,"[np.float64(0.14528319815246657), np.float64(-0.022233808260800587)]",1,"[np.float64(-0.8584349747805748), np.float64(0.36321688320256)]"
