block_number,trial_number,state_id,stim_id,action,w_values
0,9600,State AH,AH,0,"[np.float64(0.3482824541067251), np.float64(-0.6570600121997061)]"
0,9601,State DF,DF,0,"[np.float64(-0.5790000480012354), np.float64(-0.7343667004704578)]"
0,9602,State BN,BN,1,"[np.float64(-0.6517175458932749), np.float64(0.2)]"
0,9603,State EH,EH,0,"[np.float64(0.2656332995295422), np.float64(-0.6570600121997061)]"
0,9604,State BN,BN,1,"[np.float64(-0.6517175458932749), np.float64(0.2)]"
0,9605,State CE,CE,0,"[np.float64(0.42099995199876467), np.float64(0.2656332995295422)]"
0,9606,State EH,EH,0,"[np.float64(0.2656332995295422), np.float64(-0.6570600121997061)]"
0,9607,State AH,AH,0,"[np.float64(0.3482824541067251), np.float64(-0.6570600121997061)]"
0,9608,State AD,AD,0,"[np.float64(0.3482824541067251), np.float64(-0.5790000480012354)]"
0,9609,State EN,EN,0,"[np.float64(0.2656332995295422), np.float64(0.2)]"
0,9610,State AH,AH,0,"[np.float64(0.3482824541067251), np.float64(-0.6570600121997061)]"
0,9611,State AG,AG,0,"[np.float64(0.3482824541067251), np.float64(-0.34293998780029383)]"
0,9612,State BF,BF,1,"[np.float64(-0.6517175458932749), np.float64(-0.7343667004704578)]"
0,9613,State CF,CF,0,"[np.float64(0.42099995199876467), np.float64(-0.7343667004704578)]"
0,9614,State AB,AB,0,"[np.float64(0.3482824541067251), np.float64(-0.6517175458932749)]"
0,9615,State DG,DG,1,"[np.float64(-0.5790000480012354), np.float64(-0.34293998780029383)]"
0,9616,State FN,FN,1,"[np.float64(-0.7343667004704578), np.float64(0.2)]"
0,9617,State CF,CF,0,"[np.float64(0.42099995199876467), np.float64(-0.7343667004704578)]"
0,9618,State EF,EF,0,"[np.float64(0.2656332995295422), np.float64(-0.7343667004704578)]"
0,9619,State AH,AH,0,"[np.float64(0.3482824541067251), np.float64(-0.6570600121997061)]"
0,9620,State AN,AN,0,"[np.float64(0.3482824541067251), np.float64(0.2)]"
0,9621,State EN,EN,1,"[np.float64(0.2656332995295422), np.float64(0.2)]"
0,9622,State AE,AE,0,"[np.float64(0.3482824541067251), np.float64(0.2656332995295422)]"
0,9623,State BE,BE,1,"[np.float64(-0.6517175458932749), np.float64(0.2656332995295422)]"
0,9624,State BE,BE,1,"[np.float64(-0.6517175458932749), np.float64(0.2656332995295422)]"
0,9625,State BF,BF,0,"[np.float64(-0.6517175458932749), np.float64(-0.7343667004704578)]"
0,9626,State CN,CN,0,"[np.float64(0.42099995199876467), np.float64(0.2)]"
0,9627,State BH,BH,1,"[np.float64(-0.6517175458932749), np.float64(-0.6570600121997061)]"
0,9628,State BF,BF,1,"[np.float64(-0.6517175458932749), np.float64(-0.7343667004704578)]"
0,9629,State DF,DF,0,"[np.float64(-0.5790000480012354), np.float64(-0.7343667004704578)]"
0,9630,State BN,BN,1,"[np.float64(-0.6517175458932749), np.float64(0.2)]"
0,9631,State CH,CH,0,"[np.float64(0.42099995199876467), np.float64(-0.6570600121997061)]"
0,9632,State CE,CE,0,"[np.float64(0.42099995199876467), np.float64(0.2656332995295422)]"
0,9633,State CH,CH,0,"[np.float64(0.42099995199876467), np.float64(-0.6570600121997061)]"
0,9634,State DH,DH,0,"[np.float64(-0.5790000480012354), np.float64(-0.6570600121997061)]"
0,9635,State BG,BG,1,"[np.float64(-0.6517175458932749), np.float64(-0.34293998780029383)]"
0,9636,State DF,DF,1,"[np.float64(-0.5790000480012354), np.float64(-0.7343667004704578)]"
0,9637,State DH,DH,1,"[np.float64(-0.5790000480012354), np.float64(-0.6570600121997061)]"
0,9638,State DG,DG,1,"[np.float64(-0.5790000480012354), np.float64(-0.34293998780029383)]"
0,9639,State FN,FN,1,"[np.float64(-0.7343667004704578), np.float64(0.2)]"
0,9640,State CG,CG,0,"[np.float64(0.42099995199876467), np.float64(-0.34293998780029383)]"
0,9641,State GH,GH,0,"[np.float64(-0.34293998780029383), np.float64(-0.6570600121997061)]"
0,9642,State GH,GH,0,"[np.float64(-0.34293998780029383), np.float64(-0.6570600121997061)]"
