block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,0,State AG,AG,"[np.float64(0.49386069848192066), np.float64(-0.1782935241685064)]",0,"[np.float64(-0.09289491379939531), np.float64(0.10156898823317727)]"
0,1,State DN,DN,"[np.float64(0.17162206706819705), np.float64(-0.37)]",1,"[np.float64(-0.9221619528363832), np.float64(-0.37)]"
0,2,State AN,AN,"[np.float64(0.49386069848192066), np.float64(-0.37)]",0,"[np.float64(-0.09289491379939531), np.float64(-0.37)]"
0,3,State CE,CE,"[np.float64(0.5196394035470566), np.float64(-0.19506658967128843)]",0,"[np.float64(-0.07783804716361684), np.float64(0.29494708359822497)]"
0,4,State CD,CD,"[np.float64(0.5196394035470566), np.float64(0.17162206706819705)]",0,"[np.float64(-0.07783804716361684), np.float64(-0.9221619528363832)]"
0,5,State CH,CH,"[np.float64(0.5196394035470566), np.float64(-0.21999999999886033)]",0,"[np.float64(-0.07783804716361684), np.float64(-0.8984310117668226)]"
0,6,State GN,GN,"[np.float64(-0.1782935241685064), np.float64(-0.37)]",1,"[np.float64(0.10156898823317727), np.float64(-0.37)]"
0,7,State CF,CF,"[np.float64(0.5196394035470566), np.float64(-0.9999999999998417)]",0,"[np.float64(-0.07783804716361684), np.float64(-0.7050529164017751)]"
0,8,State CF,CF,"[np.float64(0.5196394035470566), np.float64(-0.9999999999998417)]",0,"[np.float64(-0.07783804716361684), np.float64(-0.7050529164017751)]"
0,9,State EF,EF,"[np.float64(-0.19506658967128843), np.float64(-0.9999999999998417)]",0,"[np.float64(0.29494708359822497), np.float64(-0.7050529164017751)]"
0,10,State CB,CB,"[np.float64(0.5196394035470566), np.float64(0.17169271712855783)]",0,"[np.float64(-0.07783804716361684), np.float64(-0.9071050862006047)]"
0,11,State DN,DN,"[np.float64(0.17162206706819705), np.float64(-0.37)]",0,"[np.float64(-0.9221619528363832), np.float64(-0.37)]"
0,12,State BG,BG,"[np.float64(0.17169271712855783), np.float64(-0.1782935241685064)]",0,"[np.float64(-0.9071050862006047), np.float64(0.10156898823317727)]"
0,13,State EN,EN,"[np.float64(-0.19506658967128843), np.float64(-0.37)]",0,"[np.float64(0.29494708359822497), np.float64(-0.37)]"
0,14,State GH,GH,"[np.float64(-0.1782935241685064), np.float64(-0.21999999999886033)]",0,"[np.float64(0.10156898823317727), np.float64(-0.8984310117668226)]"
0,15,State BH,BH,"[np.float64(0.17169271712855783), np.float64(-0.21999999999886033)]",0,"[np.float64(-0.9071050862006047), np.float64(-0.8984310117668226)]"
0,16,State BN,BN,"[np.float64(0.17169271712855783), np.float64(-0.37)]",0,"[np.float64(-0.9071050862006047), np.float64(-0.37)]"
