block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",1,"[np.float64(-0.99), np.float64(-0.99)]",0,0,1,-0.99,0.0,0.0
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.3168), np.float64(-0.1089)]",0,"[np.float64(-0.6732), np.float64(-0.8811)]",0,1,2,-0.77715,-0.3168,-0.1089
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",1,"[np.float64(0.0), np.float64(0.0)]",0,0,1,0.0,0.0,0.0
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",0,"[np.float64(0.995), np.float64(-0.005)]",0,1,1,0.495,0.0,0.0
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(0.995), np.float64(-0.005)]",0,1,2,0.495,0.0,0.0
0,2,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.10945), np.float64(-0.0016)]",0,"[np.float64(-0.10945), np.float64(0.0016)]",0,1,2,-0.053925,0.10945,-0.0016
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,1,0.0,0.0,0.0
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(0.005), np.float64(-0.995)]",0,1,2,-0.495,0.0,0.0
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.39085200000000003), np.float64(-0.390852)]",1,"[np.float64(0.39585200000000004), np.float64(-0.604148)]",0,0,3,-0.10414799999999999,-0.39085200000000003,-0.390852
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.09741050000000001), np.float64(-0.001088)]",0,"[np.float64(-0.09741050000000001), np.float64(0.001088)]",0,1,3,-0.04816125,0.09741050000000001,-0.001088
