block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,61440,State CG,CG,"[np.float64(0.9320552324106557), np.float64(-0.9271005342793358)]",0,"[np.float64(0.30563910148144674), np.float64(-0.1909212447856948)]"
0,61441,State BH,BH,"[np.float64(0.09905031288820969), np.float64(-0.8239482791230687)]",0,"[np.float64(-0.8619387765139733), np.float64(-0.8090787552143052)]"
0,61442,State DE,DE,"[np.float64(0.10303086541264493), np.float64(-0.004953173553488375)]",1,"[np.float64(-0.6943608985185533), np.float64(0.07547380471651148)]"
0,61443,State EF,EF,"[np.float64(-0.004953173553488375), np.float64(-0.878041163164815)]",0,"[np.float64(0.07547380471651148), np.float64(-0.9245261952834885)]"
0,61444,State CE,CE,"[np.float64(0.9320552324106557), np.float64(-0.004953173553488375)]",0,"[np.float64(0.30563910148144674), np.float64(0.07547380471651148)]"
0,61445,State CG,CG,"[np.float64(0.9320552324106557), np.float64(-0.9271005342793358)]",0,"[np.float64(0.30563910148144674), np.float64(-0.1909212447856948)]"
0,61446,State CH,CH,"[np.float64(0.9320552324106557), np.float64(-0.8239482791230687)]",0,"[np.float64(0.30563910148144674), np.float64(-0.8090787552143052)]"
0,61447,State CF,CF,"[np.float64(0.9320552324106557), np.float64(-0.878041163164815)]",0,"[np.float64(0.30563910148144674), np.float64(-0.9245261952834885)]"
0,61448,State AG,AG,"[np.float64(0.9950728705967263), np.float64(-0.9271005342793358)]",0,"[np.float64(0.13806122348602667), np.float64(-0.1909212447856948)]"
0,61449,State GF,GF,"[np.float64(-0.9271005342793358), np.float64(-0.878041163164815)]",0,"[np.float64(-0.1909212447856948), np.float64(-0.9245261952834885)]"
0,61450,State BE,BE,"[np.float64(0.09905031288820969), np.float64(-0.004953173553488375)]",1,"[np.float64(-0.8619387765139733), np.float64(0.07547380471651148)]"
0,61451,State AD,AD,"[np.float64(0.9950728705967263), np.float64(0.10303086541264493)]",0,"[np.float64(0.13806122348602667), np.float64(-0.6943608985185533)]"
0,61452,State FN,FN,"[np.float64(-0.878041163164815), np.float64(-0.32)]",1,"[np.float64(-0.9245261952834885), np.float64(-0.32)]"
0,61453,State EN,EN,"[np.float64(-0.004953173553488375), np.float64(-0.32)]",0,"[np.float64(0.07547380471651148), np.float64(-0.32)]"
0,61454,State AF,AF,"[np.float64(0.9950728705967263), np.float64(-0.878041163164815)]",0,"[np.float64(0.13806122348602667), np.float64(-0.9245261952834885)]"
0,61455,State DG,DG,"[np.float64(0.10303086541264493), np.float64(-0.9271005342793358)]",1,"[np.float64(-0.6943608985185533), np.float64(-0.1909212447856948)]"
0,61456,State AH,AH,"[np.float64(0.9950728705967263), np.float64(-0.8239482791230687)]",0,"[np.float64(0.13806122348602667), np.float64(-0.8090787552143052)]"
0,61457,State GN,GN,"[np.float64(-0.9271005342793358), np.float64(-0.32)]",1,"[np.float64(-0.1909212447856948), np.float64(-0.32)]"
0,61458,State CH,CH,"[np.float64(0.9320552324106557), np.float64(-0.8239482791230687)]",0,"[np.float64(0.30563910148144674), np.float64(-0.8090787552143052)]"
0,61459,State CB,CB,"[np.float64(0.9320552324106557), np.float64(0.09905031288820969)]",0,"[np.float64(0.30563910148144674), np.float64(-0.8619387765139733)]"
0,61460,State CB,CB,"[np.float64(0.9320552324106557), np.float64(0.09905031288820969)]",0,"[np.float64(0.30563910148144674), np.float64(-0.8619387765139733)]"
0,61461,State AG,AG,"[np.float64(0.9950728705967263), np.float64(-0.9271005342793358)]",0,"[np.float64(0.13806122348602667), np.float64(-0.1909212447856948)]"
0,61462,State DH,DH,"[np.float64(0.10303086541264493), np.float64(-0.8239482791230687)]",0,"[np.float64(-0.6943608985185533), np.float64(-0.8090787552143052)]"
0,61463,State AD,AD,"[np.float64(0.9950728705967263), np.float64(0.10303086541264493)]",0,"[np.float64(0.13806122348602667), np.float64(-0.6943608985185533)]"
0,61464,State BH,BH,"[np.float64(0.09905031288820969), np.float64(-0.8239482791230687)]",0,"[np.float64(-0.8619387765139733), np.float64(-0.8090787552143052)]"
0,61465,State DF,DF,"[np.float64(0.10303086541264493), np.float64(-0.878041163164815)]",0,"[np.float64(-0.6943608985185533), np.float64(-0.9245261952834885)]"
0,61466,State HN,HN,"[np.float64(-0.8239482791230687), np.float64(-0.32)]",1,"[np.float64(-0.8090787552143052), np.float64(-0.32)]"
0,61467,State CG,CG,"[np.float64(0.9320552324106557), np.float64(-0.9271005342793358)]",0,"[np.float64(0.30563910148144674), np.float64(-0.1909212447856948)]"
0,61468,State BE,BE,"[np.float64(0.09905031288820969), np.float64(-0.004953173553488375)]",1,"[np.float64(-0.8619387765139733), np.float64(0.07547380471651148)]"
0,61469,State CN,CN,"[np.float64(0.9320552324106557), np.float64(-0.32)]",0,"[np.float64(0.30563910148144674), np.float64(-0.32)]"
0,61470,State BN,BN,"[np.float64(0.09905031288820969), np.float64(-0.32)]",1,"[np.float64(-0.8619387765139733), np.float64(-0.32)]"
0,61471,State DF,DF,"[np.float64(0.10303086541264493), np.float64(-0.878041163164815)]",0,"[np.float64(-0.6943608985185533), np.float64(-0.9245261952834885)]"
0,61472,State GN,GN,"[np.float64(-0.9271005342793358), np.float64(-0.32)]",1,"[np.float64(-0.1909212447856948), np.float64(-0.32)]"
0,61473,State AF,AF,"[np.float64(0.9950728705967263), np.float64(-0.878041163164815)]",0,"[np.float64(0.13806122348602667), np.float64(-0.9245261952834885)]"
0,61474,State BE,BE,"[np.float64(0.09905031288820969), np.float64(-0.004953173553488375)]",1,"[np.float64(-0.8619387765139733), np.float64(0.07547380471651148)]"
0,61475,State AE,AE,"[np.float64(0.9950728705967263), np.float64(-0.004953173553488375)]",0,"[np.float64(0.13806122348602667), np.float64(0.07547380471651148)]"
0,61476,State BH,BH,"[np.float64(0.09905031288820969), np.float64(-0.8239482791230687)]",0,"[np.float64(-0.8619387765139733), np.float64(-0.8090787552143052)]"
0,61477,State DH,DH,"[np.float64(0.10303086541264493), np.float64(-0.8239482791230687)]",0,"[np.float64(-0.6943608985185533), np.float64(-0.8090787552143052)]"
0,61478,State CH,CH,"[np.float64(0.9320552324106557), np.float64(-0.8239482791230687)]",0,"[np.float64(0.30563910148144674), np.float64(-0.8090787552143052)]"
0,61479,State DE,DE,"[np.float64(0.10303086541264493), np.float64(-0.004953173553488375)]",1,"[np.float64(-0.6943608985185533), np.float64(0.07547380471651148)]"
0,61480,State CF,CF,"[np.float64(0.9320552324106557), np.float64(-0.878041163164815)]",0,"[np.float64(0.30563910148144674), np.float64(-0.9245261952834885)]"
0,61481,State CF,CF,"[np.float64(0.9320552324106557), np.float64(-0.878041163164815)]",0,"[np.float64(0.30563910148144674), np.float64(-0.9245261952834885)]"
0,61482,State BN,BN,"[np.float64(0.09905031288820969), np.float64(-0.32)]",1,"[np.float64(-0.8619387765139733), np.float64(-0.32)]"
0,61483,State AH,AH,"[np.float64(0.9950728705967263), np.float64(-0.8239482791230687)]",0,"[np.float64(0.13806122348602667), np.float64(-0.8090787552143052)]"
0,61484,State GN,GN,"[np.float64(-0.9271005342793358), np.float64(-0.32)]",1,"[np.float64(-0.1909212447856948), np.float64(-0.32)]"
0,61485,State FN,FN,"[np.float64(-0.878041163164815), np.float64(-0.32)]",1,"[np.float64(-0.9245261952834885), np.float64(-0.32)]"
0,61486,State BH,BH,"[np.float64(0.09905031288820969), np.float64(-0.8239482791230687)]",0,"[np.float64(-0.8619387765139733), np.float64(-0.8090787552143052)]"
0,61487,State CD,CD,"[np.float64(0.9320552324106557), np.float64(0.10303086541264493)]",0,"[np.float64(0.30563910148144674), np.float64(-0.6943608985185533)]"
0,61488,State AD,AD,"[np.float64(0.9950728705967263), np.float64(0.10303086541264493)]",0,"[np.float64(0.13806122348602667), np.float64(-0.6943608985185533)]"
0,61489,State HN,HN,"[np.float64(-0.8239482791230687), np.float64(-0.32)]",1,"[np.float64(-0.8090787552143052), np.float64(-0.32)]"
0,61490,State CG,CG,"[np.float64(0.9320552324106557), np.float64(-0.9271005342793358)]",0,"[np.float64(0.30563910148144674), np.float64(-0.1909212447856948)]"
0,61491,State DH,DH,"[np.float64(0.10303086541264493), np.float64(-0.8239482791230687)]",1,"[np.float64(-0.6943608985185533), np.float64(-0.8090787552143052)]"
0,61492,State CF,CF,"[np.float64(0.9320552324106557), np.float64(-0.878041163164815)]",0,"[np.float64(0.30563910148144674), np.float64(-0.9245261952834885)]"
0,61493,State EN,EN,"[np.float64(-0.004953173553488375), np.float64(-0.32)]",0,"[np.float64(0.07547380471651148), np.float64(-0.32)]"
0,61494,State EF,EF,"[np.float64(-0.004953173553488375), np.float64(-0.878041163164815)]",0,"[np.float64(0.07547380471651148), np.float64(-0.9245261952834885)]"
0,61495,State AD,AD,"[np.float64(0.9950728705967263), np.float64(0.10303086541264493)]",0,"[np.float64(0.13806122348602667), np.float64(-0.6943608985185533)]"
0,61496,State EN,EN,"[np.float64(-0.004953173553488375), np.float64(-0.32)]",0,"[np.float64(0.07547380471651148), np.float64(-0.32)]"
