block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,action,prediction_errors,correct_action,accuracy,w_values,v_values,trial_total,averaged_pe,w_values1,w_values2
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",1,"[1, 0]",0,0,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[-1, -1]",0,1,"[0.01, 0.01]",[0],1,-1.0,0.01,0.01
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.040000000000000036), np.float64(-0.040000000000000036)]",0,1,[-0.3442623 -0.6557377],[np.float64(-0.96)],2,-0.040000000000000036,-0.3442622950819672,-0.6557377049180327
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[0, -1]",0,1,"[0.01, 0.01]",[0],1,-0.5,0.01,0.01
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.0), np.float64(-1.0)]",0,1,[ 0.02439024 -0.97560976],[np.float64(0.0)],2,-0.5,0.024390243902439025,-0.975609756097561
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",1,"[1, 0]",0,0,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.97674419 0.02325581],[np.float64(0.0)],2,0.5,0.9767441860465116,0.023255813953488372
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.97674419 0.02325581],[np.float64(0.0)],2,0.5,0.9767441860465116,0.023255813953488372
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[ 0.01729805 -0.98270195],[np.float64(0.0)],3,-1.0,0.01729804532087874,-0.9827019546791212
0,3,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.040000000000000036), np.float64(0.040000000000000036)]",0,1,[0.98093786 0.01906214],[np.float64(0.96)],3,0.040000000000000036,0.9809378574151735,0.019062142584826535
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.9984), np.float64(0.9984)]",0,1,[-0.34438382 -0.65561618],[np.float64(-0.9984)],3,0.9984,-0.34438382274870005,-0.6556161772513001
0,4,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.0016000000000000458), np.float64(0.0016000000000000458)]",0,1,[0.96540954 0.03459046],[np.float64(0.9984)],4,0.0016000000000000458,0.9654095370807387,0.03459046291926116
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.03993600000000008), np.float64(0.03993600000000008)]",0,1,[-0.33620791 -0.66379209],[np.float64(-0.03993600000000008)],4,0.03993600000000008,-0.33620790589070854,-0.6637920941092914
0,4,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.040000000000000036), np.float64(-0.040000000000000036)]",0,1,[-0.12705369 -0.87294631],[np.float64(-0.96)],4,-0.040000000000000036,-0.1270536905984259,-0.872946309401574
0,3,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.040000000000000036), np.float64(0.040000000000000036)]",0,1,[0.98093786 0.01906214],[np.float64(0.96)],3,0.040000000000000036,0.9809378574151735,0.019062142584826535
0,4,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.0016000000000000458), np.float64(0.0016000000000000458)]",0,1,[0.96540954 0.03459046],[np.float64(0.9984)],4,0.0016000000000000458,0.9654095370807387,0.03459046291926116
