block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",0,"[1, 0]",0,1,[0.43],[0.5],1,0.5,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[-0.86],[-1.],2,-1.0,0.0,0.0
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",1,"[1, 1]",0,0,[0.86],[1.],1,1.0,0.0,0.0
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",1,"[-1, -1]",0,0,[-0.86],[-1.],1,-1.0,0.0,0.0
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.69), np.float64(0.52)]",0,"[np.float64(-0.5499999999999999), np.float64(-1.38)]",0,1,[0.5504],[-0.36],2,-0.9649999999999999,0.69,0.52
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.52), np.float64(0.0)]",0,"[np.float64(0.050000000000000044), np.float64(-0.43)]",0,1,[0.4902],[0.07],2,-0.18999999999999997,0.52,0.0
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.69), np.float64(-0.52)]",0,"[np.float64(0.5499999999999999), np.float64(0.38)]",0,1,[-0.9804],[-0.14],2,0.46499999999999997,-0.69,-0.52
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.52), np.float64(-0.69)]",0,"[np.float64(1.38), np.float64(0.5499999999999999)]",0,1,[-0.5504],[0.36],3,0.9649999999999999,-0.52,-0.69
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.40399999999999997), np.float64(-0.4321999999999998)]",0,"[np.float64(0.04560000000000003), np.float64(-0.1182000000000002)]",0,1,[0.507056],[-0.0504],3,-0.03630000000000008,0.40399999999999997,-0.4321999999999998
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.546), np.float64(-0.29669999999999996)]",0,"[np.float64(-0.03620000000000001), np.float64(-0.1935)]",0,1,[0.498628],[0.0098],3,-0.11485000000000001,0.546,-0.29669999999999996
0,4,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.5271760000000001), np.float64(-0.43021499999999996)]",0,"[np.float64(-1.0258040000000002), np.float64(-0.06841300000000006)]",0,1,[0.06980792],[-0.498628],4,-0.5471085000000001,0.5271760000000001,-0.43021499999999996
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.427712), np.float64(-0.5137579999999999)]",0,"[np.float64(-0.9347679999999999), np.float64(0.006701999999999986)]",0,1,[0.07098784],[-0.507056],4,-0.464033,0.427712,-0.5137579999999999
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.1976), np.float64(-0.3105)]",0,"[np.float64(0.3528), np.float64(-0.1391)]",0,1,[-0.507056],[0.0504],4,0.10685,0.1976,-0.3105
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.40399999999999997), np.float64(-0.25780000000000003)]",1,"[np.float64(1.3843999999999999), np.float64(0.23819999999999997)]",0,0,[-0.567256],[0.4804],3,0.8112999999999999,-0.40399999999999997,-0.25780000000000003
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.5512359999999998), np.float64(-0.13393600000000006)]",0,"[np.float64(0.016020000000000145), np.float64(0.701192)]",0,1,[-0.07941584],[0.567256],4,0.3586060000000001,0.5512359999999998,-0.13393600000000006
0,5,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.381056), np.float64(-0.406479)]",0,"[np.float64(0.12599999999999995), np.float64(0.913535)]",0,1,[-0.07098784],[0.507056],5,0.5197674999999999,0.381056,-0.406479
0,5,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(-0.006242080000000039), np.float64(-0.47741996999999997)]",0,"[np.float64(-0.06356583999999998), np.float64(0.40761204999999995)]",0,1,[0.00977311],[-0.06980792],5,0.17202310499999998,-0.006242080000000039,-0.47741996999999997
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.5595663999999999), np.float64(0.34988647999999994)]",1,"[np.float64(-0.4801505599999999), np.float64(-1.2704706399999999)]",0,0,[-0.44111822],[-0.42058416],5,-0.8753105999999999,0.5595663999999999,0.34988647999999994
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(-0.05836735999999998), np.float64(-0.50913362)]",0,"[np.float64(0.98737952), np.float64(0.43814577999999993)]",0,1,[0.4399383],[0.42901216],5,0.7127626499999999,-0.05836735999999998,-0.50913362
0,6,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.446576), np.float64(0.22386014999999998)]",0,"[np.float64(-0.37558815999999995), np.float64(-0.15287230999999996)]",0,1,[-0.0099383],[0.07098784],6,-0.264230235,0.446576,0.22386014999999998
0,6,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.45506999040000007), np.float64(-0.20681303180000005)]",0,"[np.float64(-0.8950082880000001), np.float64(-0.23312526579999993)]",0,1,[0.06159136],[-0.4399383],6,-0.5640667769000001,0.45506999040000007,-0.20681303180000005
0,6,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(-0.03929631680000003), np.float64(-0.19616765550000004)]",0,"[np.float64(1.029523208), np.float64(0.18639454670000002)]",0,1,[0.43136824],[0.49022689],6,0.6079588773500001,-0.03929631680000003,-0.19616765550000004
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(0.2282625136), np.float64(-0.31075825279999997)]",0,"[np.float64(-0.7871442960000001), np.float64(0.7518764703999999)]",0,1,[-0.49175655],[-0.05888178],6,-0.017633912800000096,0.2282625136,-0.31075825279999997
0,7,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.49605575136), np.float64(-0.06755541827700004)]",0,"[np.float64(0.0725760134079999), np.float64(-0.363812816955)]",0,1,[0.49039155],[0.06863176],7,-0.14561840177350005,0.49605575136,-0.06755541827700004
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.18105252032000008), np.float64(0.20803651177599997)]",1,"[np.float64(-0.3271909292159999), np.float64(-0.7162799613119999)]",0,0,[-0.92884592],[-0.50824345],7,-0.521735445264,-0.18105252032000008,0.20803651177599997
