block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,"[0, -1]",0,0,[-0.275],[-0.5],1,-0.5,0.0,0.0
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,[0.275],[0.5],1,0.5,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,[0.],[0.],1,0.0,0.0,0.0
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.35), np.float64(0.0)]",0,"[np.float64(0.375), np.float64(-0.275)]",0,1,[0.39875],[0.225],2,0.04999999999999999,0.35,0.0
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,[0.275],[0.5],1,0.5,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.03)]",1,"[np.float64(0.275), np.float64(0.30500000000000005)]",0,0,[-0.12375],[0.275],2,0.29000000000000004,0.0,-0.03
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(-1.0), np.float64(0.0)]",0,0,[-0.275],[-0.5],2,-0.5,0.0,0.0
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.35), np.float64(0.0)]",0,"[np.float64(-0.625), np.float64(-0.275)]",0,1,[0.12375],[-0.275],2,-0.45,0.35,0.0
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.36124999999999996), np.float64(-0.09625)]",0,"[np.float64(0.24), np.float64(0.6975)]",0,1,[0.7294375],[0.60125],3,0.46875,0.36124999999999996,-0.09625
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.09625), np.float64(-0.020849999999999997)]",0,"[np.float64(0.027499999999999997), np.float64(-0.8553999999999999)]",0,1,[-0.3306875],[-0.37625],3,-0.41395,0.09625,-0.020849999999999997
