block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,"[np.float64(0.875), np.float64(-0.125)]",0,0,1,0.375,0.0,0.0
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[np.float64(0.125), np.float64(-0.875)]",0,1,1,-0.375,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,"[np.float64(0.125), np.float64(-0.875)]",0,0,1,-0.375,0.0,0.0
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.23625000000000002), np.float64(-0.05625)]",0,"[np.float64(0.5137499999999999), np.float64(0.80625)]",0,1,2,0.6599999999999999,0.23625000000000002,-0.05625
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.05625), np.float64(-0.23625000000000002)]",1,"[np.float64(0.06875), np.float64(-0.6387499999999999)]",0,0,2,-0.285,0.05625,-0.23625000000000002
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,"[np.float64(0.75), np.float64(0.75)]",0,1,1,0.75,0.0,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.03375), np.float64(-0.39375)]",0,"[np.float64(-0.03375), np.float64(0.39375)]",0,1,2,0.18,0.03375,-0.39375
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.3375), np.float64(0.2025)]",1,"[np.float64(0.5375), np.float64(-0.3275)]",0,0,2,0.10499999999999998,0.3375,0.2025
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0748125), np.float64(-0.5236875)]",0,"[np.float64(-0.8248125), np.float64(-0.22631250000000003)]",0,1,3,-0.5255624999999999,0.0748125,-0.5236875
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.482625), np.float64(0.05512500000000001)]",0,"[np.float64(-0.482625), np.float64(-0.05512500000000001)]",0,1,3,-0.26887500000000003,0.482625,0.05512500000000001
0,3,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.46743749999999995), np.float64(0.16143750000000004)]",0,"[np.float64(0.40756250000000005), np.float64(-0.2864375)]",0,1,3,0.06056250000000002,0.46743749999999995,0.16143750000000004
