block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,69888,State GN,GN,"[np.float64(-0.6157419016291008), np.float64(-0.13)]",1,"[np.float64(-0.553745137412479), np.float64(-0.13)]"
0,69889,State CN,CN,"[np.float64(0.8294167702923007), np.float64(-0.13)]",0,"[np.float64(0.9191955706372854), np.float64(-0.13)]"
0,69890,State BE,BE,"[np.float64(0.022278885555594388), np.float64(-0.0010060251181812077)]",0,"[np.float64(-0.213478336972762), np.float64(0.11927963387136893)]"
0,69891,State AE,AE,"[np.float64(0.9960585649832387), np.float64(-0.0010060251181812077)]",0,"[np.float64(0.786521663027238), np.float64(0.11927963387136893)]"
0,69892,State BE,BE,"[np.float64(0.022278885555594388), np.float64(-0.0010060251181812077)]",0,"[np.float64(-0.213478336972762), np.float64(0.11927963387136893)]"
0,69893,State DG,DG,"[np.float64(0.034872727277097774), np.float64(-0.6157419016291008)]",0,"[np.float64(-0.0808044293627146), np.float64(-0.553745137412479)]"
0,69894,State CD,CD,"[np.float64(0.8294167702923007), np.float64(0.034872727277097774)]",0,"[np.float64(0.9191955706372854), np.float64(-0.0808044293627146)]"
0,69895,State DE,DE,"[np.float64(0.034872727277097774), np.float64(-0.0010060251181812077)]",1,"[np.float64(-0.0808044293627146), np.float64(0.11927963387136893)]"
0,69896,State AG,AG,"[np.float64(0.9960585649832387), np.float64(-0.6157419016291008)]",0,"[np.float64(0.786521663027238), np.float64(-0.553745137412479)]"
0,69897,State AE,AE,"[np.float64(0.9960585649832387), np.float64(-0.0010060251181812077)]",0,"[np.float64(0.786521663027238), np.float64(0.11927963387136893)]"
0,69898,State BG,BG,"[np.float64(0.022278885555594388), np.float64(-0.6157419016291008)]",0,"[np.float64(-0.213478336972762), np.float64(-0.553745137412479)]"
0,69899,State DN,DN,"[np.float64(0.034872727277097774), np.float64(-0.13)]",0,"[np.float64(-0.0808044293627146), np.float64(-0.13)]"
0,69900,State CE,CE,"[np.float64(0.8294167702923007), np.float64(-0.0010060251181812077)]",0,"[np.float64(0.9191955706372854), np.float64(0.11927963387136893)]"
0,69901,State CF,CF,"[np.float64(0.8294167702923007), np.float64(-0.899489806759442)]",0,"[np.float64(0.9191955706372854), np.float64(-0.880720366128631)]"
0,69902,State GF,GF,"[np.float64(-0.6157419016291008), np.float64(-0.899489806759442)]",0,"[np.float64(-0.553745137412479), np.float64(-0.880720366128631)]"
0,69903,State CG,CG,"[np.float64(0.8294167702923007), np.float64(-0.6157419016291008)]",0,"[np.float64(0.9191955706372854), np.float64(-0.553745137412479)]"
