block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",0,"[0, 0]",0,1,1,0.0,0.0,0.0
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",0,"[-1, -1]",0,1,1,-1.0,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",1,"[-1, -1]",0,0,1,-1.0,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.62), np.float64(-0.95)]",0,"[np.float64(0.62), np.float64(-0.050000000000000044)]",0,1,2,0.285,-0.62,-0.95
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,2,0.5,0.0,0.0
0,1,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,1,0.0,0.0,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.95), np.float64(-0.62)]",1,"[np.float64(0.95), np.float64(0.62)]",0,0,2,0.7849999999999999,-0.95,-0.62
0,2,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(1.0), np.float64(1.0)]",0,1,2,1.0,0.0,0.0
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.04749999999999999), np.float64(-0.23559999999999998)]",0,"[np.float64(0.04749999999999999), np.float64(0.23559999999999998)]",0,1,3,0.14154999999999998,-0.04749999999999999,-0.23559999999999998
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(-0.23559999999999998), np.float64(-0.9975)]",0,"[np.float64(-0.7644), np.float64(0.9975)]",0,1,3,0.11655000000000004,-0.23559999999999998,-0.9975
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.62), np.float64(0.95)]",1,"[np.float64(0.38), np.float64(-0.95)]",0,0,3,-0.285,0.62,0.95
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.018049999999999997), np.float64(-0.011780000000000013)]",0,"[np.float64(0.018049999999999997), np.float64(0.011780000000000013)]",0,1,4,0.014915000000000005,-0.018049999999999997,-0.011780000000000013
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.7095279999999999), np.float64(-0.049875)]",1,"[np.float64(0.7095279999999999), np.float64(-0.950125)]",0,0,4,-0.12029850000000003,-0.7095279999999999,-0.049875
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.62), np.float64(0.0)]",0,"[np.float64(0.38), np.float64(0.0)]",0,1,3,0.19,0.62,0.0
0,4,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.8556), np.float64(0.0)]",0,"[np.float64(-0.8556), np.float64(0.0)]",0,1,4,-0.4278,0.8556,0.0
0,4,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.981), np.float64(0.361)]",0,"[np.float64(0.019000000000000017), np.float64(0.639)]",0,1,4,0.329,0.981,0.361
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(-0.035476400000000075), np.float64(-0.6389525)]",0,"[np.float64(-0.9645235999999999), np.float64(0.6389525)]",0,1,5,-0.16278554999999995,-0.035476400000000075,-0.6389525
0,5,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.325128), np.float64(0.0)]",0,"[np.float64(0.674872), np.float64(0.0)]",0,1,5,0.337436,0.325128,0.0
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.633481032), np.float64(-0.031947625000000035)]",1,"[np.float64(-0.36651896799999995), np.float64(-0.968052375)]",0,0,6,-0.6672856715,-0.633481032,-0.031947625000000035
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.006858999999999999), np.float64(-0.000589000000000001)]",1,"[np.float64(0.006858999999999999), np.float64(-0.999411)]",0,0,5,-0.49627600000000005,-0.006858999999999999,-0.000589000000000001
