block_number,trial_number,state_id,stim_id,action,w_values
0,34944,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,34945,State GH,GH,0,"[np.float64(-0.1428701895171291), np.float64(-0.857129810482871)]"
0,34946,State CH,CH,0,"[np.float64(0.012179199648432882), np.float64(-0.857129810482871)]"
0,34947,State AF,AF,0,"[np.float64(0.08321970379116372), np.float64(-0.767267009933115)]"
0,34948,State CB,CB,0,"[np.float64(0.012179199648432882), np.float64(-0.9167802962088362)]"
0,34949,State AG,AG,0,"[np.float64(0.08321970379116372), np.float64(-0.1428701895171291)]"
0,34950,State AE,AE,0,"[np.float64(0.08321970379116372), np.float64(-0.23273299006688486)]"
0,34951,State HN,HN,1,"[np.float64(-0.857129810482871), np.float64(-0.11)]"
0,34952,State DN,DN,1,"[np.float64(-0.9878208003515672), np.float64(-0.11)]"
0,34953,State BN,BN,1,"[np.float64(-0.9167802962088362), np.float64(-0.11)]"
0,34954,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,34955,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,34956,State CN,CN,0,"[np.float64(0.012179199648432882), np.float64(-0.11)]"
0,34957,State BE,BE,1,"[np.float64(-0.9167802962088362), np.float64(-0.23273299006688486)]"
0,34958,State CG,CG,0,"[np.float64(0.012179199648432882), np.float64(-0.1428701895171291)]"
0,34959,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,34960,State EF,EF,0,"[np.float64(-0.23273299006688486), np.float64(-0.767267009933115)]"
0,34961,State DH,DH,0,"[np.float64(-0.9878208003515672), np.float64(-0.857129810482871)]"
0,34962,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,34963,State CB,CB,0,"[np.float64(0.012179199648432882), np.float64(-0.9167802962088362)]"
0,34964,State BE,BE,1,"[np.float64(-0.9167802962088362), np.float64(-0.23273299006688486)]"
0,34965,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,34966,State DE,DE,1,"[np.float64(-0.9878208003515672), np.float64(-0.23273299006688486)]"
0,34967,State BE,BE,1,"[np.float64(-0.9167802962088362), np.float64(-0.23273299006688486)]"
0,34968,State DH,DH,1,"[np.float64(-0.9878208003515672), np.float64(-0.857129810482871)]"
0,34969,State DN,DN,1,"[np.float64(-0.9878208003515672), np.float64(-0.11)]"
0,34970,State BE,BE,1,"[np.float64(-0.9167802962088362), np.float64(-0.23273299006688486)]"
0,34971,State AG,AG,0,"[np.float64(0.08321970379116372), np.float64(-0.1428701895171291)]"
0,34972,State CF,CF,0,"[np.float64(0.012179199648432882), np.float64(-0.767267009933115)]"
0,34973,State DF,DF,0,"[np.float64(-0.9878208003515672), np.float64(-0.767267009933115)]"
0,34974,State CE,CE,0,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,34975,State HN,HN,1,"[np.float64(-0.857129810482871), np.float64(-0.11)]"
0,34976,State DN,DN,1,"[np.float64(-0.9878208003515672), np.float64(-0.11)]"
0,34977,State BH,BH,1,"[np.float64(-0.9167802962088362), np.float64(-0.857129810482871)]"
0,34978,State CD,CD,0,"[np.float64(0.012179199648432882), np.float64(-0.9878208003515672)]"
0,34979,State BN,BN,1,"[np.float64(-0.9167802962088362), np.float64(-0.11)]"
0,34980,State GN,GN,1,"[np.float64(-0.1428701895171291), np.float64(-0.11)]"
0,34981,State BE,BE,1,"[np.float64(-0.9167802962088362), np.float64(-0.23273299006688486)]"
0,34982,State AE,AE,0,"[np.float64(0.08321970379116372), np.float64(-0.23273299006688486)]"
0,34983,State HN,HN,1,"[np.float64(-0.857129810482871), np.float64(-0.11)]"
0,34984,State GH,GH,0,"[np.float64(-0.1428701895171291), np.float64(-0.857129810482871)]"
0,34985,State DE,DE,1,"[np.float64(-0.9878208003515672), np.float64(-0.23273299006688486)]"
0,34986,State CE,CE,0,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,34987,State EN,EN,1,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,34988,State CN,CN,0,"[np.float64(0.012179199648432882), np.float64(-0.11)]"
0,34989,State EN,EN,1,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,34990,State CH,CH,0,"[np.float64(0.012179199648432882), np.float64(-0.857129810482871)]"
0,34991,State EN,EN,0,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,34992,State CE,CE,0,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,34993,State GN,GN,1,"[np.float64(-0.1428701895171291), np.float64(-0.11)]"
0,34994,State GN,GN,1,"[np.float64(-0.1428701895171291), np.float64(-0.11)]"
0,34995,State DH,DH,0,"[np.float64(-0.9878208003515672), np.float64(-0.857129810482871)]"
0,34996,State BH,BH,0,"[np.float64(-0.9167802962088362), np.float64(-0.857129810482871)]"
0,34997,State CD,CD,0,"[np.float64(0.012179199648432882), np.float64(-0.9878208003515672)]"
0,34998,State AN,AN,0,"[np.float64(0.08321970379116372), np.float64(-0.11)]"
0,34999,State CG,CG,0,"[np.float64(0.012179199648432882), np.float64(-0.1428701895171291)]"
0,35000,State CH,CH,0,"[np.float64(0.012179199648432882), np.float64(-0.857129810482871)]"
0,35001,State AE,AE,0,"[np.float64(0.08321970379116372), np.float64(-0.23273299006688486)]"
0,35002,State AH,AH,0,"[np.float64(0.08321970379116372), np.float64(-0.857129810482871)]"
0,35003,State CH,CH,0,"[np.float64(0.012179199648432882), np.float64(-0.857129810482871)]"
0,35004,State BF,BF,0,"[np.float64(-0.9167802962088362), np.float64(-0.767267009933115)]"
0,35005,State BN,BN,1,"[np.float64(-0.9167802962088362), np.float64(-0.11)]"
0,35006,State CB,CB,0,"[np.float64(0.012179199648432882), np.float64(-0.9167802962088362)]"
0,35007,State AH,AH,0,"[np.float64(0.08321970379116372), np.float64(-0.857129810482871)]"
0,35008,State BH,BH,1,"[np.float64(-0.9167802962088362), np.float64(-0.857129810482871)]"
0,35009,State DG,DG,1,"[np.float64(-0.9878208003515672), np.float64(-0.1428701895171291)]"
0,35010,State CE,CE,0,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,35011,State CD,CD,0,"[np.float64(0.012179199648432882), np.float64(-0.9878208003515672)]"
0,35012,State DG,DG,1,"[np.float64(-0.9878208003515672), np.float64(-0.1428701895171291)]"
0,35013,State CF,CF,0,"[np.float64(0.012179199648432882), np.float64(-0.767267009933115)]"
0,35014,State EH,EH,0,"[np.float64(-0.23273299006688486), np.float64(-0.857129810482871)]"
0,35015,State EN,EN,0,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,35016,State BN,BN,1,"[np.float64(-0.9167802962088362), np.float64(-0.11)]"
0,35017,State CF,CF,0,"[np.float64(0.012179199648432882), np.float64(-0.767267009933115)]"
0,35018,State AE,AE,0,"[np.float64(0.08321970379116372), np.float64(-0.23273299006688486)]"
0,35019,State CH,CH,0,"[np.float64(0.012179199648432882), np.float64(-0.857129810482871)]"
0,35020,State GF,GF,0,"[np.float64(-0.1428701895171291), np.float64(-0.767267009933115)]"
0,35021,State DF,DF,1,"[np.float64(-0.9878208003515672), np.float64(-0.767267009933115)]"
0,35022,State CN,CN,0,"[np.float64(0.012179199648432882), np.float64(-0.11)]"
0,35023,State CG,CG,1,"[np.float64(0.012179199648432882), np.float64(-0.1428701895171291)]"
0,35024,State DH,DH,1,"[np.float64(-0.9878208003515672), np.float64(-0.857129810482871)]"
0,35025,State EH,EH,0,"[np.float64(-0.23273299006688486), np.float64(-0.857129810482871)]"
0,35026,State EN,EN,1,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,35027,State CE,CE,0,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,35028,State BG,BG,1,"[np.float64(-0.9167802962088362), np.float64(-0.1428701895171291)]"
0,35029,State CE,CE,0,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,35030,State GH,GH,0,"[np.float64(-0.1428701895171291), np.float64(-0.857129810482871)]"
0,35031,State AB,AB,0,"[np.float64(0.08321970379116372), np.float64(-0.9167802962088362)]"
0,35032,State AG,AG,0,"[np.float64(0.08321970379116372), np.float64(-0.1428701895171291)]"
0,35033,State AB,AB,0,"[np.float64(0.08321970379116372), np.float64(-0.9167802962088362)]"
0,35034,State BF,BF,1,"[np.float64(-0.9167802962088362), np.float64(-0.767267009933115)]"
0,35035,State CB,CB,0,"[np.float64(0.012179199648432882), np.float64(-0.9167802962088362)]"
0,35036,State GF,GF,0,"[np.float64(-0.1428701895171291), np.float64(-0.767267009933115)]"
0,35037,State AF,AF,0,"[np.float64(0.08321970379116372), np.float64(-0.767267009933115)]"
0,35038,State DN,DN,1,"[np.float64(-0.9878208003515672), np.float64(-0.11)]"
0,35039,State DG,DG,1,"[np.float64(-0.9878208003515672), np.float64(-0.1428701895171291)]"
0,35040,State AD,AD,0,"[np.float64(0.08321970379116372), np.float64(-0.9878208003515672)]"
0,35041,State AF,AF,0,"[np.float64(0.08321970379116372), np.float64(-0.767267009933115)]"
0,35042,State EN,EN,1,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,35043,State CG,CG,0,"[np.float64(0.012179199648432882), np.float64(-0.1428701895171291)]"
0,35044,State AD,AD,0,"[np.float64(0.08321970379116372), np.float64(-0.9878208003515672)]"
0,35045,State EH,EH,0,"[np.float64(-0.23273299006688486), np.float64(-0.857129810482871)]"
0,35046,State CN,CN,0,"[np.float64(0.012179199648432882), np.float64(-0.11)]"
0,35047,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,35048,State BH,BH,1,"[np.float64(-0.9167802962088362), np.float64(-0.857129810482871)]"
0,35049,State EN,EN,1,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,35050,State CB,CB,0,"[np.float64(0.012179199648432882), np.float64(-0.9167802962088362)]"
0,35051,State EH,EH,0,"[np.float64(-0.23273299006688486), np.float64(-0.857129810482871)]"
0,35052,State AG,AG,0,"[np.float64(0.08321970379116372), np.float64(-0.1428701895171291)]"
0,35053,State FN,FN,1,"[np.float64(-0.767267009933115), np.float64(-0.11)]"
0,35054,State AF,AF,0,"[np.float64(0.08321970379116372), np.float64(-0.767267009933115)]"
0,35055,State AE,AE,0,"[np.float64(0.08321970379116372), np.float64(-0.23273299006688486)]"
0,35056,State DH,DH,1,"[np.float64(-0.9878208003515672), np.float64(-0.857129810482871)]"
0,35057,State DH,DH,1,"[np.float64(-0.9878208003515672), np.float64(-0.857129810482871)]"
0,35058,State EN,EN,0,"[np.float64(-0.23273299006688486), np.float64(-0.11)]"
0,35059,State CB,CB,0,"[np.float64(0.012179199648432882), np.float64(-0.9167802962088362)]"
0,35060,State CG,CG,1,"[np.float64(0.012179199648432882), np.float64(-0.1428701895171291)]"
0,35061,State CE,CE,1,"[np.float64(0.012179199648432882), np.float64(-0.23273299006688486)]"
0,35062,State AD,AD,0,"[np.float64(0.08321970379116372), np.float64(-0.9878208003515672)]"
0,35063,State GF,GF,0,"[np.float64(-0.1428701895171291), np.float64(-0.767267009933115)]"
0,35064,State DG,DG,1,"[np.float64(-0.9878208003515672), np.float64(-0.1428701895171291)]"
