block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,54144,State BN,BN,"[np.float64(0.9400000464881293), np.float64(0.19)]",0,"[np.float64(-0.38795830128081243), np.float64(0.19)]"
0,54145,State BE,BE,"[np.float64(0.9400000464881293), np.float64(-0.006375877987241702)]",0,"[np.float64(-0.38795830128081243), np.float64(0.20222154641233722)]"
0,54146,State GH,GH,"[np.float64(-0.09600009156331177), np.float64(-0.9999878148107035)]",0,"[np.float64(0.028168465851625666), np.float64(-0.9718315341483744)]"
0,54147,State GH,GH,"[np.float64(-0.09600009156331177), np.float64(-0.9999878148107035)]",0,"[np.float64(0.028168465851625666), np.float64(-0.9718315341483744)]"
0,54148,State GN,GN,"[np.float64(-0.09600009156331177), np.float64(0.19)]",1,"[np.float64(0.028168465851625666), np.float64(0.19)]"
0,54149,State DE,DE,"[np.float64(4.3856640000000276e-08), np.float64(-0.006375877987241702)]",1,"[np.float64(-0.5829969642731898), np.float64(0.20222154641233722)]"
0,54150,State CG,CG,"[np.float64(0.9015172316598776), np.float64(-0.09600009156331177)]",0,"[np.float64(0.4170030357268101), np.float64(0.028168465851625666)]"
0,54151,State AB,AB,"[np.float64(0.721593768941835), np.float64(0.9400000464881293)]",1,"[np.float64(0.6120416987191876), np.float64(-0.38795830128081243)]"
0,54152,State DF,DF,"[np.float64(4.3856640000000276e-08), np.float64(-0.9999999858882396)]",0,"[np.float64(-0.5829969642731898), np.float64(-0.7977784535876629)]"
0,54153,State DG,DG,"[np.float64(4.3856640000000276e-08), np.float64(-0.09600009156331177)]",1,"[np.float64(-0.5829969642731898), np.float64(0.028168465851625666)]"
0,54154,State AB,AB,"[np.float64(0.721593768941835), np.float64(0.9400000464881293)]",0,"[np.float64(0.6120416987191876), np.float64(-0.38795830128081243)]"
0,54155,State DE,DE,"[np.float64(4.3856640000000276e-08), np.float64(-0.006375877987241702)]",0,"[np.float64(-0.5829969642731898), np.float64(0.20222154641233722)]"
0,54156,State BE,BE,"[np.float64(0.9400000464881293), np.float64(-0.006375877987241702)]",0,"[np.float64(-0.38795830128081243), np.float64(0.20222154641233722)]"
0,54157,State EN,EN,"[np.float64(-0.006375877987241702), np.float64(0.19)]",1,"[np.float64(0.20222154641233722), np.float64(0.19)]"
0,54158,State BG,BG,"[np.float64(0.9400000464881293), np.float64(-0.09600009156331177)]",0,"[np.float64(-0.38795830128081243), np.float64(0.028168465851625666)]"
0,54159,State HN,HN,"[np.float64(-0.9999878148107035), np.float64(0.19)]",1,"[np.float64(-0.9718315341483744), np.float64(0.19)]"
0,54160,State BG,BG,"[np.float64(0.9400000464881293), np.float64(-0.09600009156331177)]",0,"[np.float64(-0.38795830128081243), np.float64(0.028168465851625666)]"
0,54161,State GF,GF,"[np.float64(-0.09600009156331177), np.float64(-0.9999999858882396)]",0,"[np.float64(0.028168465851625666), np.float64(-0.7977784535876629)]"
0,54162,State BE,BE,"[np.float64(0.9400000464881293), np.float64(-0.006375877987241702)]",0,"[np.float64(-0.38795830128081243), np.float64(0.20222154641233722)]"
0,54163,State GH,GH,"[np.float64(-0.09600009156331177), np.float64(-0.9999878148107035)]",0,"[np.float64(0.028168465851625666), np.float64(-0.9718315341483744)]"
0,54164,State CD,CD,"[np.float64(0.9015172316598776), np.float64(4.3856640000000276e-08)]",0,"[np.float64(0.4170030357268101), np.float64(-0.5829969642731898)]"
0,54165,State AD,AD,"[np.float64(0.721593768941835), np.float64(4.3856640000000276e-08)]",0,"[np.float64(0.6120416987191876), np.float64(-0.5829969642731898)]"
0,54166,State BG,BG,"[np.float64(0.9400000464881293), np.float64(-0.09600009156331177)]",0,"[np.float64(-0.38795830128081243), np.float64(0.028168465851625666)]"
0,54167,State AN,AN,"[np.float64(0.721593768941835), np.float64(0.19)]",0,"[np.float64(0.6120416987191876), np.float64(0.19)]"
