block_number,trial_number,state_id,stim_id,action,w_values
0,8448,State AB,AB,0,"[np.float64(0.001398693337812318), np.float64(-0.9986013066621876)]"
0,8449,State AE,AE,1,"[np.float64(0.001398693337812318), np.float64(-0.0208063107344199)]"
0,8450,State EN,EN,1,"[np.float64(-0.0208063107344199), np.float64(-0.07)]"
0,8451,State CE,CE,0,"[np.float64(0.011752276098565191), np.float64(-0.0208063107344199)]"
0,8452,State EN,EN,0,"[np.float64(-0.0208063107344199), np.float64(-0.07)]"
0,8453,State DF,DF,1,"[np.float64(-0.9882477239014348), np.float64(-0.97919368926558)]"
0,8454,State DH,DH,0,"[np.float64(-0.9882477239014348), np.float64(-0.5447587237498052)]"
0,8455,State FN,FN,1,"[np.float64(-0.97919368926558), np.float64(-0.07)]"
0,8456,State CE,CE,1,"[np.float64(0.011752276098565191), np.float64(-0.0208063107344199)]"
0,8457,State BG,BG,1,"[np.float64(-0.9986013066621876), np.float64(0.4552412762501949)]"
0,8458,State GF,GF,0,"[np.float64(0.4552412762501949), np.float64(-0.97919368926558)]"
0,8459,State BN,BN,1,"[np.float64(-0.9986013066621876), np.float64(-0.07)]"
0,8460,State CG,CG,1,"[np.float64(0.011752276098565191), np.float64(0.4552412762501949)]"
0,8461,State CB,CB,0,"[np.float64(0.011752276098565191), np.float64(-0.9986013066621876)]"
0,8462,State FN,FN,1,"[np.float64(-0.97919368926558), np.float64(-0.07)]"
0,8463,State AF,AF,0,"[np.float64(0.001398693337812318), np.float64(-0.97919368926558)]"
0,8464,State DF,DF,1,"[np.float64(-0.9882477239014348), np.float64(-0.97919368926558)]"
0,8465,State BG,BG,1,"[np.float64(-0.9986013066621876), np.float64(0.4552412762501949)]"
0,8466,State HN,HN,1,"[np.float64(-0.5447587237498052), np.float64(-0.07)]"
0,8467,State CH,CH,0,"[np.float64(0.011752276098565191), np.float64(-0.5447587237498052)]"
0,8468,State CN,CN,0,"[np.float64(0.011752276098565191), np.float64(-0.07)]"
0,8469,State CD,CD,0,"[np.float64(0.011752276098565191), np.float64(-0.9882477239014348)]"
0,8470,State AE,AE,1,"[np.float64(0.001398693337812318), np.float64(-0.0208063107344199)]"
0,8471,State AB,AB,0,"[np.float64(0.001398693337812318), np.float64(-0.9986013066621876)]"
0,8472,State DE,DE,1,"[np.float64(-0.9882477239014348), np.float64(-0.0208063107344199)]"
0,8473,State DN,DN,1,"[np.float64(-0.9882477239014348), np.float64(-0.07)]"
0,8474,State DF,DF,1,"[np.float64(-0.9882477239014348), np.float64(-0.97919368926558)]"
0,8475,State DG,DG,1,"[np.float64(-0.9882477239014348), np.float64(0.4552412762501949)]"
0,8476,State BE,BE,1,"[np.float64(-0.9986013066621876), np.float64(-0.0208063107344199)]"
0,8477,State DH,DH,1,"[np.float64(-0.9882477239014348), np.float64(-0.5447587237498052)]"
0,8478,State GN,GN,0,"[np.float64(0.4552412762501949), np.float64(-0.07)]"
0,8479,State BF,BF,1,"[np.float64(-0.9986013066621876), np.float64(-0.97919368926558)]"
0,8480,State AN,AN,0,"[np.float64(0.001398693337812318), np.float64(-0.07)]"
0,8481,State AN,AN,0,"[np.float64(0.001398693337812318), np.float64(-0.07)]"
0,8482,State BG,BG,1,"[np.float64(-0.9986013066621876), np.float64(0.4552412762501949)]"
0,8483,State AG,AG,1,"[np.float64(0.001398693337812318), np.float64(0.4552412762501949)]"
0,8484,State AB,AB,0,"[np.float64(0.001398693337812318), np.float64(-0.9986013066621876)]"
0,8485,State BG,BG,1,"[np.float64(-0.9986013066621876), np.float64(0.4552412762501949)]"
0,8486,State CN,CN,0,"[np.float64(0.011752276098565191), np.float64(-0.07)]"
0,8487,State BN,BN,1,"[np.float64(-0.9986013066621876), np.float64(-0.07)]"
0,8488,State AH,AH,0,"[np.float64(0.001398693337812318), np.float64(-0.5447587237498052)]"
0,8489,State FN,FN,1,"[np.float64(-0.97919368926558), np.float64(-0.07)]"
0,8490,State AD,AD,0,"[np.float64(0.001398693337812318), np.float64(-0.9882477239014348)]"
0,8491,State BF,BF,0,"[np.float64(-0.9986013066621876), np.float64(-0.97919368926558)]"
0,8492,State AH,AH,0,"[np.float64(0.001398693337812318), np.float64(-0.5447587237498052)]"
0,8493,State CF,CF,0,"[np.float64(0.011752276098565191), np.float64(-0.97919368926558)]"
0,8494,State AG,AG,1,"[np.float64(0.001398693337812318), np.float64(0.4552412762501949)]"
0,8495,State CE,CE,1,"[np.float64(0.011752276098565191), np.float64(-0.0208063107344199)]"
0,8496,State BF,BF,0,"[np.float64(-0.9986013066621876), np.float64(-0.97919368926558)]"
0,8497,State DH,DH,0,"[np.float64(-0.9882477239014348), np.float64(-0.5447587237498052)]"
0,8498,State AD,AD,0,"[np.float64(0.001398693337812318), np.float64(-0.9882477239014348)]"
0,8499,State GH,GH,0,"[np.float64(0.4552412762501949), np.float64(-0.5447587237498052)]"
0,8500,State CG,CG,0,"[np.float64(0.011752276098565191), np.float64(0.4552412762501949)]"
0,8501,State CH,CH,0,"[np.float64(0.011752276098565191), np.float64(-0.5447587237498052)]"
0,8502,State AB,AB,0,"[np.float64(0.001398693337812318), np.float64(-0.9986013066621876)]"
0,8503,State AB,AB,0,"[np.float64(0.001398693337812318), np.float64(-0.9986013066621876)]"
0,8504,State DG,DG,1,"[np.float64(-0.9882477239014348), np.float64(0.4552412762501949)]"
0,8505,State EF,EF,0,"[np.float64(-0.0208063107344199), np.float64(-0.97919368926558)]"
0,8506,State CE,CE,0,"[np.float64(0.011752276098565191), np.float64(-0.0208063107344199)]"
