block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,1,0.5,0.0,0.0
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",1,"[0, -1]",0,0,1,-0.5,0.0,0.0
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.08), np.float64(0.0)]",1,"[np.float64(0.92), np.float64(0.0)]",0,0,2,0.46,0.08,0.0
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,1,-0.5,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",0,"[1, 0]",0,1,1,0.5,0.0,0.0
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.08)]",1,"[np.float64(0.0), np.float64(-0.92)]",0,0,2,-0.46,0.0,-0.08
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.88)]",0,"[np.float64(0.0), np.float64(-0.12)]",0,1,2,-0.06,0.0,-0.88
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.88), np.float64(0.0)]",0,"[np.float64(0.12), np.float64(0.0)]",0,1,2,0.06,0.88,0.0
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(0.0), np.float64(-0.8896000000000001)]",0,"[np.float64(-1.0), np.float64(0.8896000000000001)]",0,1,3,-0.05519999999999997,0.0,-0.8896000000000001
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[np.float64(0.15360000000000001), np.float64(0.0)]",0,"[np.float64(-0.15360000000000001), np.float64(1.0)]",0,1,3,0.4232,0.15360000000000001,0.0
0,4,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.018432000000000004), np.float64(0.08)]",0,"[np.float64(-0.018432000000000004), np.float64(0.92)]",0,1,4,0.450784,0.018432000000000004,0.08
0,3,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.9856), np.float64(0.0)]",0,"[np.float64(-0.9856), np.float64(0.0)]",0,1,3,-0.4928,0.9856,0.0
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.11827200000000004), np.float64(0.0)]",1,"[np.float64(-0.11827200000000004), np.float64(0.0)]",0,0,4,-0.05913600000000002,0.11827200000000004,0.0
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.8896)]",0,"[np.float64(0.0), np.float64(0.8896)]",0,1,3,0.4448,0.0,-0.8896
0,4,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(-0.88), np.float64(-0.818432)]",1,"[np.float64(-0.12), np.float64(0.818432)]",0,0,4,0.349216,-0.88,-0.818432
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.8184319999999999)]",0,"[np.float64(0.0), np.float64(0.8184319999999999)]",0,1,4,0.40921599999999997,0.0,-0.8184319999999999
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.10881024000000004), np.float64(0.0)]",0,"[np.float64(0.8911897599999999), np.float64(0.0)]",0,1,5,0.44559487999999997,0.10881024000000004,0.0
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.75295744)]",0,"[np.float64(0.0), np.float64(-0.24704256000000002)]",0,1,5,-0.12352128000000001,0.0,-0.75295744
0,5,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0022118399999999996), np.float64(0.15360000000000001)]",1,"[np.float64(0.99778816), np.float64(-0.15360000000000001)]",0,0,5,0.42209408000000004,0.0022118399999999996,0.15360000000000001
0,6,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.08203489280000001), np.float64(0.018432000000000004)]",0,"[np.float64(0.9179651072), np.float64(-0.018432000000000004)]",0,1,6,0.4497665536,0.08203489280000001,0.018432000000000004
