block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,"[np.float64(0.335), np.float64(-0.665)]",0,0,1,-0.165,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,1,0.0,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(0.0402), np.float64(-0.64505)]",0,"[np.float64(-0.7052), np.float64(0.9800500000000001)]",0,1,2,0.13742500000000002,0.0402,-0.64505
0,1,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",1,"[np.float64(0.0), np.float64(0.0)]",0,0,1,0.0,0.0,0.0
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,"[np.float64(0.665), np.float64(-0.335)]",0,0,1,0.165,0.0,0.0
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(0.665), np.float64(-0.335)]",0,1,2,0.165,0.0,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,2,0.0,0.0,0.0
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0798), np.float64(-0.32495)]",0,"[np.float64(0.5852), np.float64(-0.010050000000000003)]",0,1,2,0.287575,0.0798,-0.32495
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.647444), np.float64(-0.326156)]",0,"[np.float64(-0.31744400000000006), np.float64(0.656156)]",0,1,3,0.16935599999999995,0.647444,-0.326156
0,3,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.64505), np.float64(-0.0402)]",0,"[np.float64(-0.64505), np.float64(0.0402)]",0,1,3,-0.302425,0.64505,-0.0402
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.33952331999999996), np.float64(-0.24741728000000002)]",0,"[np.float64(0.3254766800000001), np.float64(-0.08758272)]",0,1,4,0.11894698000000004,0.33952331999999996,-0.24741728000000002
