block_number,trial_number,state_id,stim_id,action,w_values
0,80640,State CG,CG,0,"[np.float64(0.6035921493936472), np.float64(0.057762398167685504)]"
0,80641,State CG,CG,0,"[np.float64(0.6035921493936472), np.float64(0.057762398167685504)]"
0,80642,State HN,HN,0,"[np.float64(0.9422376018323145), np.float64(0.25)]"
0,80643,State AE,AE,1,"[np.float64(0.21700834367989194), np.float64(0.5399773102840635)]"
0,80644,State DE,DE,1,"[np.float64(-0.39640785060635286), np.float64(0.5399773102840635)]"
0,80645,State BN,BN,1,"[np.float64(-0.7829916563201081), np.float64(0.25)]"
0,80646,State CD,CD,0,"[np.float64(0.6035921493936472), np.float64(-0.39640785060635286)]"
0,80647,State AB,AB,0,"[np.float64(0.21700834367989194), np.float64(-0.7829916563201081)]"
0,80648,State BG,BG,1,"[np.float64(-0.7829916563201081), np.float64(0.057762398167685504)]"
0,80649,State DH,DH,1,"[np.float64(-0.39640785060635286), np.float64(0.9422376018323145)]"
0,80650,State BG,BG,1,"[np.float64(-0.7829916563201081), np.float64(0.057762398167685504)]"
0,80651,State GN,GN,1,"[np.float64(0.057762398167685504), np.float64(0.25)]"
0,80652,State AG,AG,0,"[np.float64(0.21700834367989194), np.float64(0.057762398167685504)]"
0,80653,State DH,DH,1,"[np.float64(-0.39640785060635286), np.float64(0.9422376018323145)]"
0,80654,State FN,FN,1,"[np.float64(-0.4600226897159366), np.float64(0.25)]"
0,80655,State AD,AD,0,"[np.float64(0.21700834367989194), np.float64(-0.39640785060635286)]"
0,80656,State AE,AE,1,"[np.float64(0.21700834367989194), np.float64(0.5399773102840635)]"
0,80657,State DE,DE,1,"[np.float64(-0.39640785060635286), np.float64(0.5399773102840635)]"
0,80658,State EF,EF,0,"[np.float64(0.5399773102840635), np.float64(-0.4600226897159366)]"
0,80659,State CD,CD,0,"[np.float64(0.6035921493936472), np.float64(-0.39640785060635286)]"
0,80660,State AD,AD,0,"[np.float64(0.21700834367989194), np.float64(-0.39640785060635286)]"
0,80661,State AN,AN,0,"[np.float64(0.21700834367989194), np.float64(0.25)]"
0,80662,State DH,DH,1,"[np.float64(-0.39640785060635286), np.float64(0.9422376018323145)]"
0,80663,State AE,AE,0,"[np.float64(0.21700834367989194), np.float64(0.5399773102840635)]"
0,80664,State BF,BF,1,"[np.float64(-0.7829916563201081), np.float64(-0.4600226897159366)]"
0,80665,State GF,GF,0,"[np.float64(0.057762398167685504), np.float64(-0.4600226897159366)]"
0,80666,State AF,AF,0,"[np.float64(0.21700834367989194), np.float64(-0.4600226897159366)]"
0,80667,State BF,BF,1,"[np.float64(-0.7829916563201081), np.float64(-0.4600226897159366)]"
0,80668,State AF,AF,0,"[np.float64(0.21700834367989194), np.float64(-0.4600226897159366)]"
0,80669,State DG,DG,1,"[np.float64(-0.39640785060635286), np.float64(0.057762398167685504)]"
0,80670,State CF,CF,0,"[np.float64(0.6035921493936472), np.float64(-0.4600226897159366)]"
0,80671,State CN,CN,0,"[np.float64(0.6035921493936472), np.float64(0.25)]"
0,80672,State BE,BE,1,"[np.float64(-0.7829916563201081), np.float64(0.5399773102840635)]"
0,80673,State GF,GF,0,"[np.float64(0.057762398167685504), np.float64(-0.4600226897159366)]"
0,80674,State GF,GF,0,"[np.float64(0.057762398167685504), np.float64(-0.4600226897159366)]"
0,80675,State DH,DH,1,"[np.float64(-0.39640785060635286), np.float64(0.9422376018323145)]"
0,80676,State GN,GN,1,"[np.float64(0.057762398167685504), np.float64(0.25)]"
0,80677,State FN,FN,1,"[np.float64(-0.4600226897159366), np.float64(0.25)]"
0,80678,State CE,CE,0,"[np.float64(0.6035921493936472), np.float64(0.5399773102840635)]"
0,80679,State AG,AG,0,"[np.float64(0.21700834367989194), np.float64(0.057762398167685504)]"
0,80680,State EF,EF,0,"[np.float64(0.5399773102840635), np.float64(-0.4600226897159366)]"
0,80681,State FN,FN,1,"[np.float64(-0.4600226897159366), np.float64(0.25)]"
0,80682,State CE,CE,0,"[np.float64(0.6035921493936472), np.float64(0.5399773102840635)]"
0,80683,State GH,GH,1,"[np.float64(0.057762398167685504), np.float64(0.9422376018323145)]"
0,80684,State AB,AB,0,"[np.float64(0.21700834367989194), np.float64(-0.7829916563201081)]"
0,80685,State AB,AB,0,"[np.float64(0.21700834367989194), np.float64(-0.7829916563201081)]"
0,80686,State BN,BN,1,"[np.float64(-0.7829916563201081), np.float64(0.25)]"
0,80687,State FN,FN,1,"[np.float64(-0.4600226897159366), np.float64(0.25)]"
0,80688,State CF,CF,0,"[np.float64(0.6035921493936472), np.float64(-0.4600226897159366)]"
0,80689,State CF,CF,0,"[np.float64(0.6035921493936472), np.float64(-0.4600226897159366)]"
0,80690,State AN,AN,1,"[np.float64(0.21700834367989194), np.float64(0.25)]"
0,80691,State BE,BE,1,"[np.float64(-0.7829916563201081), np.float64(0.5399773102840635)]"
0,80692,State CG,CG,0,"[np.float64(0.6035921493936472), np.float64(0.057762398167685504)]"
0,80693,State DF,DF,0,"[np.float64(-0.39640785060635286), np.float64(-0.4600226897159366)]"
0,80694,State BF,BF,0,"[np.float64(-0.7829916563201081), np.float64(-0.4600226897159366)]"
0,80695,State AB,AB,0,"[np.float64(0.21700834367989194), np.float64(-0.7829916563201081)]"
0,80696,State AD,AD,0,"[np.float64(0.21700834367989194), np.float64(-0.39640785060635286)]"
0,80697,State DH,DH,1,"[np.float64(-0.39640785060635286), np.float64(0.9422376018323145)]"
0,80698,State AF,AF,0,"[np.float64(0.21700834367989194), np.float64(-0.4600226897159366)]"
0,80699,State FN,FN,1,"[np.float64(-0.4600226897159366), np.float64(0.25)]"
0,80700,State AF,AF,0,"[np.float64(0.21700834367989194), np.float64(-0.4600226897159366)]"
0,80701,State AN,AN,0,"[np.float64(0.21700834367989194), np.float64(0.25)]"
0,80702,State HN,HN,0,"[np.float64(0.9422376018323145), np.float64(0.25)]"
0,80703,State CB,CB,0,"[np.float64(0.6035921493936472), np.float64(-0.7829916563201081)]"
