block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,action,prediction_errors,correct_action,accuracy,w_values,v_values,trial_total,averaged_pe,w_values1,w_values2
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[1, 0]",0,1,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[0, -1]",0,1,"[0.01, 0.01]",[0],1,-0.5,0.01,0.01
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[ 0.03571429 -0.96428571],[np.float64(0.0)],2,-1.0,0.03571428571428571,-0.9642857142857143
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.41000000000000003), np.float64(-0.59)]",0,1,[0.97560976 0.02439024],[np.float64(0.59)],2,-0.08999999999999997,0.975609756097561,0.024390243902439022
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",1,"[1, 1]",0,0,"[0.01, 0.01]",[0],1,1.0,0.01,0.01
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[0, 0]",0,1,"[0.01, 0.01]",[0],1,0.0,0.01,0.01
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",1,"[np.float64(0.41000000000000003), np.float64(-0.59)]",0,0,[0.42028986 0.57971014],[np.float64(0.59)],2,-0.08999999999999997,0.4202898550724638,0.5797101449275363
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-1.0), np.float64(-1.0)]",0,0,[0.5 0.5],[np.float64(0.0)],2,-1.0,0.5,0.5
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.41000000000000003), np.float64(-0.41000000000000003)]",0,1,[0.66666667 0.33333333],[np.float64(-0.59)],3,-0.41000000000000003,0.6666666666666666,0.3333333333333333
0,3,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.7581), np.float64(-0.2419)]",0,1,[0.60482633 0.39517367],[np.float64(0.2419)],3,0.2581,0.604826331041555,0.3951736689584449
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.8319), np.float64(-0.16810000000000003)]",0,1,[0.69869939 0.30130061],[np.float64(-0.8319)],4,0.3319,0.6986993887586747,0.30130061124132546
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.59), np.float64(-0.41000000000000003)]",0,1,[-0.22162645 -0.77837355],[np.float64(-0.59)],3,0.08999999999999997,-0.2216264521894549,-0.7783735478105451
0,4,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.310821), np.float64(0.310821)]",0,1,[0.73333784 0.26666216],[np.float64(0.689179)],4,0.310821,0.7333378377066023,0.2666621622933977
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.16810000000000003), np.float64(-0.8319)]",0,1,[ 0.88967515 -0.11032485],[np.float64(0.8319)],3,-0.3319,0.889675152066441,-0.11032484793355898
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.931079), np.float64(-0.931079)]",0,1,[ 0.73564942 -0.26435058],[np.float64(0.931079)],4,-0.931079,0.73564942080187,-0.26435057919813
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.7581), np.float64(-0.7581)]",0,1,[ 0.00939785 -0.99060215],[np.float64(-0.2419)],4,-0.7581,0.009397854051432602,-0.9906021459485674
0,5,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.61825761), np.float64(-0.38174239)]",0,1,[ 0.41503606 -0.58496394],[np.float64(0.38174239)],5,0.11825761000000001,0.41503606041203106,-0.5849639395879689
0,5,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.658921), np.float64(-0.658921)]",0,1,[0.8009723 0.1990277],[np.float64(-0.341079)],5,-0.658921,0.8009722992099211,0.19902770079007887
0,6,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.72984239), np.float64(-0.27015761000000005)]",0,1,[0.97398527 0.02601473],[np.float64(-0.72984239)],6,0.22984238999999995,0.9739852743555599,0.026014725644440177
0,5,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.310821), np.float64(-0.310821)]",0,1,[-0.19223365 -0.80776635],[np.float64(-0.689179)],5,-0.310821,-0.1922336515968812,-0.8077663484031188
0,6,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.12743660999999995), np.float64(-0.12743660999999995)]",0,1,[-0.25942795 -0.74057205],[np.float64(-0.87256339)],6,-0.12743660999999995,-0.25942795235830707,-0.7405720476416928
0,6,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.2534856201), np.float64(-0.7465143799)]",0,1,[ 0.48675999 -0.51324001],[np.float64(0.7465143799)],6,-0.24651437990000002,0.48675999268938874,-0.5132400073106113
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.12743660999999995), np.float64(-0.87256339)]",0,1,[0.70726917 0.29273083],[np.float64(0.87256339)],5,-0.37256339000000005,0.7072691729342108,0.2927308270657892
0,6,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.9477509899000001), np.float64(-0.9477509899000001)]",0,1,[0.9398881 0.0601119],[np.float64(0.9477509899000001)],6,-0.9477509899000001,0.9398880952335351,0.060111904766464976
0,7,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.9477509899000001), np.float64(-0.05224901009999994)]",0,1,[-0.2848104 -0.7151896],[np.float64(-0.9477509899000001)],7,0.44775098990000006,-0.28481039825522214,-0.7151896017447779
0,7,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.6114220941409999), np.float64(-0.3885779058590001)]",0,1,[ 0.7353293 -0.2646707],[np.float64(0.3885779058590001)],7,0.1114220941409999,0.7353292958701962,-0.2646707041298037
0,7,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.10392910424099999), np.float64(-0.896070895759)]",0,1,[ 0.44776115 -0.55223885],[np.float64(0.896070895759)],7,-0.396070895759,0.4477611508596336,-0.5522388491403665
0,8,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.3885779058590001), np.float64(-0.6114220941409999)]",0,1,[ 0.10411144 -0.89588856],[np.float64(-0.3885779058590001)],8,-0.1114220941409999,0.10411143600953052,-0.8958885639904695
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.2992353799), np.float64(-0.7007646201)]",0,1,[ 0.96206437 -0.03793563],[np.float64(-0.2992353799)],7,-0.20076462009999999,0.9620643735363423,-0.03793562646365759
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.122686505759), np.float64(-0.877313494241)]",0,1,[ 0.82165672 -0.17834328],[np.float64(-0.122686505759)],8,-0.377313494241,0.8216567248853988,-0.1783432751146012
0,8,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.2506830585978099), np.float64(-0.7493169414021901)]",0,1,[ 0.72279032 -0.27720968],[np.float64(0.7493169414021901)],8,-0.24931694140219007,0.7227903245770569,-0.27720967542294306
0,8,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.04261093273881), np.float64(-0.95738906726119)]",0,1,[ 0.37810231 -0.62189769],[np.float64(0.95738906726119)],8,-0.45738906726119,0.3781023122693803,-0.6218976877306197
0,9,0,State CD,"['C', 'D']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]",0,"[np.float64(-0.897219945974898), np.float64(0.10278005402510204)]",0,1,[ 0.62754078 -0.37245922],[np.float64(0.897219945974898)],9,-0.39721994597489796,0.6275407772440779,-0.3724592227559222
0,10,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.6321398221502919), np.float64(-0.36786017784970815)]",0,1,[ 0.44684115 -0.55315885],[np.float64(0.36786017784970815)],10,0.13213982215029185,0.4468411459516351,-0.553158854048365
0,9,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.9825295175770878), np.float64(-0.9825295175770878)]",0,1,[ 0.30725034 -0.69274966],[np.float64(0.9825295175770878)],9,-0.9825295175770878,0.3072503370768195,-0.6927496629231806
0,10,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.5971628977933939), np.float64(-0.40283710220660607)]",0,1,[-0.07275015 -0.92724985],[np.float64(0.40283710220660607)],10,0.09716289779339393,-0.07275014735896707,-0.9272498526410329
0,9,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.15931694140219005), np.float64(-0.84068305859781)]",0,1,[ 0.19327769 -0.80672231],[np.float64(-0.15931694140219005)],9,-0.34068305859781,0.1932776882546121,-0.8067223117453879
0,10,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.06531994597489793), np.float64(-0.9346800540251021)]",0,1,[ 0.19684501 -0.80315499],[np.float64(-0.06531994597489793)],10,-0.4346800540251021,0.19684501050857064,-0.8031549894914294
0,9,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.94969853263881), np.float64(-0.94969853263881)]",0,1,[ 0.67221297 -0.32778703],[np.float64(-0.05030146736119001)],9,-0.94969853263881,0.672212969911665,-0.32778703008833504
0,10,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.6106236016180879), np.float64(-0.38937639838191207)]",0,1,[ 0.33704005 -0.66295995],[np.float64(-0.6106236016180879)],10,0.11062360161808793,0.33704005076416516,-0.6629599492358348
0,11,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.25035567666341607), np.float64(-0.7496443233365839)]",0,1,[ 0.42695714 -0.57304286],[np.float64(-0.25035567666341607)],11,-0.24964432333658393,0.42695714332048273,-0.5730428566795173
0,11,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.026781177849708154), np.float64(-0.9732188221502919)]",0,1,[ 0.1727178 -0.8272822],[np.float64(-0.026781177849708154)],11,-0.4732188221502919,0.17271779574936183,-0.8272822042506383
0,11,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.24483678809529152), np.float64(-0.7551632119047085)]",0,1,[ 0.13343196 -0.86656804],[np.float64(0.7551632119047085)],11,-0.2551632119047085,0.1334319564481757,-0.8665680435518243
0,12,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.010980282918380345), np.float64(-0.9890197170816196)]",0,1,[ 0.14276709 -0.85723291],[np.float64(-0.010980282918380345)],12,-0.4890197170816196,0.14276708853433162,-0.8572329114656684
0,11,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.25917732708161967), np.float64(0.25917732708161967)]",0,1,[ 0.51378844 -0.48621156],[np.float64(0.7408226729183803)],11,0.25917732708161967,0.5137884390744641,-0.4862115609255359
0,12,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.8996169168809305), np.float64(-0.8996169168809305)]",0,1,[ 0.17515701 -0.82484299],[np.float64(0.8996169168809305)],12,-0.8996169168809305,0.17515700558802938,-0.8248429944119707
0,12,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.10626270410346406), np.float64(-0.8937372958965359)]",0,1,[ 0.59782393 -0.40217607],[np.float64(0.8937372958965359)],12,-0.39373729589653594,0.5978239316816417,-0.4021760683183582
0,12,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.8973541725679994), np.float64(-0.8973541725679994)]",0,1,[ 0.40120854 -0.59879146],[np.float64(-0.1026458274320006)],12,-0.8973541725679994,0.4012085354973297,-0.5987914645026704
0,13,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.36884293592118156), np.float64(-0.36884293592118156)]",0,1,[-0.14028224 -0.85971776],[np.float64(0.36884293592118156)],13,-0.36884293592118156,-0.1402822408819572,-0.8597177591180427
0,13,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.004501915996535942), np.float64(-0.9954980840034641)]",0,1,[ 0.11477404 -0.88522596],[np.float64(-0.004501915996535942)],13,-0.49549808400346407,0.11477404001178776,-0.8852259599882123
0,13,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.043567708682420214), np.float64(-0.9564322913175798)]",0,1,[ 0.49490739 -0.50509261],[np.float64(0.9564322913175798)],13,-0.4564322913175798,0.4949073941436852,-0.5050926058563149
0,14,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.9821372394402077), np.float64(-0.9821372394402077)]",0,1,[ 0.39842918 -0.60157082],[np.float64(0.9821372394402077)],14,-0.9821372394402077,0.39842917923793086,-0.6015708207620691
0,13,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.6320847892471202), np.float64(-0.3679152107528798)]",0,1,[ 0.05685223 -0.94314777],[np.float64(-0.6320847892471202)],13,0.1320847892471202,0.05685223292352006,-0.9431477670764798
0,14,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.8487743962723155), np.float64(-0.15122560372768445)]",0,1,[-0.22782884 -0.77217116],[np.float64(0.15122560372768445)],14,0.34877439627231555,-0.22782883749425997,-0.7721711625057401
0,14,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.0018457855585797362), np.float64(-0.9981542144414203)]",0,1,[ 0.09100369 -0.90899631],[np.float64(-0.0018457855585797362)],14,-0.4981542144414203,0.09100368847245328,-0.9089963115275468
0,14,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.2591547635913193), np.float64(-0.7408452364086807)]",0,1,[ 0.22479341 -0.77520659],[np.float64(-0.2591547635913193)],14,-0.24084523640868072,0.22479341108160517,-0.7752065889183949
