block_number,trial_number,state_id,stim_id,q_values,action,w_values
0,50688,State BG,BG,"[np.float64(0.8200000107849732), np.float64(-0.0025288246938090734)]",0,"[np.float64(-0.6464944166419073), np.float64(0.3129146043521247)]"
0,50689,State DE,DE,"[np.float64(1.1248880975033134e-09), np.float64(-0.0008804729203239787)]",0,"[np.float64(-0.819927154216854), np.float64(0.11979650789770105)]"
0,50690,State AH,AH,"[np.float64(0.9997601118387887), np.float64(-0.8515388555864362)]",0,"[np.float64(0.35350558335809273), np.float64(-0.6870853956478753)]"
0,50691,State AG,AG,"[np.float64(0.9997601118387887), np.float64(-0.0025288246938090734)]",0,"[np.float64(0.35350558335809273), np.float64(0.3129146043521247)]"
0,50692,State EH,EH,"[np.float64(-0.0008804729203239787), np.float64(-0.8515388555864362)]",0,"[np.float64(0.11979650789770105), np.float64(-0.6870853956478753)]"
0,50693,State GN,GN,"[np.float64(-0.0025288246938090734), np.float64(0.85)]",1,"[np.float64(0.3129146043521247), np.float64(0.85)]"
0,50694,State DN,DN,"[np.float64(1.1248880975033134e-09), np.float64(0.85)]",1,"[np.float64(-0.819927154216854), np.float64(0.85)]"
0,50695,State AH,AH,"[np.float64(0.9997601118387887), np.float64(-0.8515388555864362)]",0,"[np.float64(0.35350558335809273), np.float64(-0.6870853956478753)]"
0,50696,State AB,AB,"[np.float64(0.9997601118387887), np.float64(0.8200000107849732)]",1,"[np.float64(0.35350558335809273), np.float64(-0.6464944166419073)]"
0,50697,State CF,CF,"[np.float64(0.9927948906326897), np.float64(-0.9999910731478272)]",0,"[np.float64(0.18007284578314597), np.float64(-0.880203492102299)]"
0,50698,State AH,AH,"[np.float64(0.9997601118387887), np.float64(-0.8515388555864362)]",0,"[np.float64(0.35350558335809273), np.float64(-0.6870853956478753)]"
0,50699,State HN,HN,"[np.float64(-0.8515388555864362), np.float64(0.85)]",1,"[np.float64(-0.6870853956478753), np.float64(0.85)]"
0,50700,State AB,AB,"[np.float64(0.9997601118387887), np.float64(0.8200000107849732)]",0,"[np.float64(0.35350558335809273), np.float64(-0.6464944166419073)]"
0,50701,State CN,CN,"[np.float64(0.9927948906326897), np.float64(0.85)]",0,"[np.float64(0.18007284578314597), np.float64(0.85)]"
0,50702,State HN,HN,"[np.float64(-0.8515388555864362), np.float64(0.85)]",1,"[np.float64(-0.6870853956478753), np.float64(0.85)]"
