block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.3],[-0.5],1,-0.5,0.0,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.28)]",0,"[np.float64(0.3), np.float64(-0.41999999999999993)]",0,1,[-0.42],[-0.2],2,-0.05999999999999997,0.0,-0.28
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",0,"[1, 0]",0,1,[0.3],[0.5],1,0.5,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",1,"[1, 1]",0,0,[0.6],[1.],1,1.0,0.0,0.0
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.28), np.float64(0.67)]",1,"[np.float64(-0.88), np.float64(-1.27)]",0,0,[0.24],[-0.6],2,-1.075,0.28,0.67
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[0, 0]",0,"[-1, 0]",0,1,[-0.3],[-0.5],1,-0.5,0.0,0.0
0,2,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.67), np.float64(0.0)]",0,"[np.float64(-0.97), np.float64(0.7)]",0,1,[0.42],[0.2],2,-0.135,0.67,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.67), np.float64(0.0)]",1,"[np.float64(0.97), np.float64(-0.7)]",0,0,[-0.42],[-0.2],2,0.135,-0.67,0.0
0,3,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.03359999999999999), np.float64(-0.18090000000000006)]",0,"[np.float64(-0.27359999999999995), np.float64(-0.05909999999999993)]",0,1,[0.096],[-0.24],3,-0.16634999999999994,0.03359999999999999,-0.18090000000000006
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(-0.14971199999999998), np.float64(-0.19744800000000004)]",0,"[np.float64(1.053712), np.float64(0.10144800000000004)]",0,1,[0.3384],[0.404],4,0.57758,-0.14971199999999998,-0.19744800000000004
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.201), np.float64(-0.3976)]",0,"[np.float64(-0.7810000000000001), np.float64(-0.18240000000000006)]",0,1,[-0.768],[-0.58],3,-0.48170000000000013,0.201,-0.3976
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.020100000000000007), np.float64(0.196)]",1,"[np.float64(0.5599000000000001), np.float64(-0.616)]",0,0,[0.468],[0.08],3,-0.028049999999999964,0.020100000000000007,0.196
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.39840000000000003), np.float64(-0.469)]",1,"[np.float64(-0.18160000000000004), np.float64(-0.1110000000000001)]",0,0,[-0.768],[-0.58],3,-0.14630000000000007,-0.39840000000000003,-0.469
