block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",0,"[0, 0]",0,1,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.47],[-0.5],1,-0.5,0.0,0.0
0,2,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(1.0), np.float64(1.0)]",0,0,[0.94],[1.],2,1.0,0.0,0.0
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[0, 0]",1,"[0, 1]",0,0,[0.47],[0.5],1,0.5,0.0,0.0
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(-1.0), np.float64(0.0)]",0,0,[-0.47],[-0.5],2,-0.5,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.02)]",1,"[np.float64(0.47), np.float64(-0.51)]",0,0,[-0.4982],[-0.03],2,-0.020000000000000018,0.0,-0.02
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.0), np.float64(0.41)]",1,"[np.float64(-0.47), np.float64(-0.8799999999999999)]",0,0,[0.0282],[-0.47],2,-0.6749999999999999,0.0,0.41
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.02), np.float64(0.41)]",1,"[np.float64(-0.96), np.float64(-1.3499999999999999)]",0,0,[0.0564],[-0.94],3,-1.1549999999999998,0.02,0.41
0,3,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(-0.0094), np.float64(0.04920000000000002)]",1,"[np.float64(0.9812), np.float64(-0.07740000000000002)]",0,0,[0.471692],[0.4718],3,0.45189999999999997,-0.0094,0.04920000000000002
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0094), np.float64(-0.22909999999999997)]",0,"[np.float64(0.48879999999999996), np.float64(0.7273)]",0,1,[-0.029892],[0.4982],3,0.60805,0.0094,-0.22909999999999997
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.02), np.float64(0.0)]",0,"[np.float64(0.49), np.float64(0.47)]",0,1,[-0.0282],[0.47],3,0.48,-0.02,0.0
0,4,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.010223999999999999), np.float64(0.017466000000000016)]",0,"[np.float64(0.518084), np.float64(-0.48915800000000004)]",0,1,[0.49830152],[0.028308],4,0.014462999999999976,0.010223999999999999,0.017466000000000016
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.20980799999999997), np.float64(-0.21455399999999997)]",0,"[np.float64(-0.17991599999999994), np.float64(-0.7555540000000001)]",0,1,[-0.47179352],[-0.470108],4,-0.467735,0.20980799999999997,-0.21455399999999997
