block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.4],[-0.5],1,-0.5,0.0,0.0
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",0,"[0, 0]",0,1,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.4],[-0.5],1,-0.5,0.0,0.0
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.4],[0.5],2,0.5,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,[0.4],[0.5],1,0.5,0.0,0.0
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.96)]",0,"[np.float64(0.4), np.float64(0.36)]",0,1,[-0.48],[-0.1],2,0.38,0.0,-0.96
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.96)]",0,"[np.float64(0.4), np.float64(1.3599999999999999)]",0,1,[-0.08],[0.4],2,0.8799999999999999,0.0,-0.96
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.96), np.float64(0.0)]",0,"[np.float64(-0.36), np.float64(-0.4)]",0,1,[0.48],[0.1],2,-0.38,0.96,0.0
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.6432), np.float64(-0.384)]",0,"[np.float64(-0.12319999999999998), np.float64(-0.09599999999999997)]",0,1,[0.496],[0.02],3,-0.10959999999999998,0.6432,-0.384
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.35200000000000004), np.float64(-0.6144000000000001)]",0,"[np.float64(0.12799999999999995), np.float64(1.0944)]",0,1,[-0.096],[0.48],3,0.6112,0.35200000000000004,-0.6144000000000001
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[np.float64(0.88), np.float64(0.0)]",0,"[np.float64(-1.28), np.float64(0.6)]",0,1,[0.48],[0.1],3,-0.34,0.88,0.0
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.35200000000000004), np.float64(0.3455999999999999)]",1,"[np.float64(-0.2720000000000001), np.float64(-1.2656)]",0,0,[-0.416],[-0.42],3,-0.7688,0.35200000000000004,0.3455999999999999
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.534784), np.float64(-0.47615999999999997)]",0,"[np.float64(-0.030784000000000034), np.float64(-0.019840000000000024)]",0,1,[0.4992],[0.004],4,-0.02531200000000003,0.534784,-0.47615999999999997
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.46464), np.float64(0.43622399999999995)]",0,"[np.float64(-1.36864), np.float64(-1.340224)]",0,1,[-0.8192],[-0.904],4,-1.354432,0.46464,0.43622399999999995
0,4,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.09087999999999996), np.float64(-0.7681280000000001)]",0,"[np.float64(0.3251200000000001), np.float64(1.1841280000000003)]",0,1,[-0.0832],[0.416],4,0.7546240000000002,0.09087999999999996,-0.7681280000000001
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(-0.24640000000000006), np.float64(0.576)]",1,"[np.float64(0.7664000000000001), np.float64(-1.056)]",0,0,[0.496],[0.02],4,-0.14479999999999998,-0.24640000000000006,0.576
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.50769408), np.float64(-0.4952064)]",0,"[np.float64(-0.006894080000000025), np.float64(-0.003993599999999986)]",0,1,[0.49984],[0.0008],5,-0.005443840000000005,0.50769408,-0.4952064
0,6,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.5016272896), np.float64(-0.49904025599999996)]",0,"[np.float64(-0.001467289600000088), np.float64(-0.0007997440000000466)]",0,1,[0.499968],[0.00016],6,-0.0011335168000000673,0.5016272896,-0.49904025599999996
0,5,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.489344), np.float64(-0.35328000000000004)]",0,"[np.float64(0.014656000000000002), np.float64(-0.14271999999999996)]",0,1,[0.4992],[0.004],5,-0.06403199999999998,0.489344,-0.35328000000000004
0,5,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.37698560000000003), np.float64(0.3686348800000001)]",0,"[np.float64(-0.29378560000000004), np.float64(-0.2854348800000001)]",0,1,[-0.01664],[0.0832],5,-0.2896102400000001,0.37698560000000003,0.3686348800000001
0,6,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.11845427199999997), np.float64(0.09461739520000001)]",0,"[np.float64(-0.10181427199999997), np.float64(-1.0779773952)]",0,1,[-0.403328],[-0.48336],6,-0.5898958336,0.11845427199999997,0.09461739520000001
0,6,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.50224128), np.float64(-0.4902912)]",0,"[np.float64(-0.0014412799999999892), np.float64(-0.008908799999999995)]",0,1,[0.49984],[0.0008],6,-0.005175039999999992,0.50224128,-0.4902912
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.7397632000000001), np.float64(-0.8503910400000001)]",0,"[np.float64(1.5589632), np.float64(0.6695910400000001)]",0,1,[-0.56384],[0.3192],5,1.1142771200000001,-0.7397632000000001,-0.8503910400000001
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.6321244159999999), np.float64(-0.20758364159999998)]",0,"[np.float64(-0.0682844159999999), np.float64(-0.2285763584)]",0,1,[-0.512768],[0.06384],6,-0.14843038719999996,0.6321244159999999,-0.20758364159999998
0,7,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.57203412992), np.float64(-0.42701694566399995)]",0,"[np.float64(-0.05926612992000002), np.float64(-0.06021505433600005)]",0,1,[-0.5025536],[0.012768],7,-0.059740592128000036,0.57203412992,-0.42701694566399995
0,7,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.5009729536), np.float64(-0.498843648)]",0,"[np.float64(-0.0008129536000001103), np.float64(-0.0009963520000000337)]",0,1,[0.499968],[0.00016],7,-0.000904652800000072,0.5009729536,-0.498843648
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.02885771263999999), np.float64(-0.9402409041919999)]",0,"[np.float64(0.37447028736000004), np.float64(1.3435689041919998)]",0,1,[-0.0806656],[0.403328],7,0.859019595776,0.02885771263999999,-0.9402409041919999
0,8,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.5002575544319999), np.float64(-0.49980014592)]",0,"[np.float64(-0.000225554431999897), np.float64(0.99983214592)]",0,1,[0.8999936],[0.500032],8,0.49980329574400006,0.5002575544319999,-0.49980014592
0,7,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.5003360747519999), np.float64(-0.49980801024)]",0,"[np.float64(-0.0003040747519998943), np.float64(-0.0001599897600000344)]",0,1,[0.4999936],[3.2e-05],7,-0.00023203225599996435,0.5003360747519999,-0.49980801024
0,8,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.50006848897024), np.float64(-0.4999616004096)]",0,"[np.float64(-6.208897024007065e-05), np.float64(0.9999680004096)]",0,1,[0.89999872],[0.5000064],8,0.49995295571967996,0.50006848897024,-0.4999616004096
0,8,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.5198799355904), np.float64(-0.48482339782656)]",0,"[np.float64(-0.017326335590399977), np.float64(-0.012623002173439979)]",0,1,[-0.50051072],[0.0025536],8,-0.014974668881919978,0.5198799355904,-0.48482339782656
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.3583915655168), np.float64(0.3495852438323199)]",0,"[np.float64(-1.2777259655168), np.float64(-1.2689196438323198)]",0,1,[-0.81613312],[-0.9193344],8,-1.27332280467456,0.3583915655168,0.3495852438323199
0,9,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.5000138506764288), np.float64(0.4600076799836159)]",1,"[np.float64(-0.4000125706764287), np.float64(-1.3600063999836158)]",0,0,[0.57999974],[-0.39999872],9,-0.8800094853300222,0.5000138506764288,0.4600076799836159
0,9,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.7660072841379841), np.float64(-0.868577614246707)]",0,"[np.float64(0.5821404041379842), np.float64(0.684710734246707)]",0,1,[-0.96322662],[-0.18386688],9,0.6334255691923456,-0.7660072841379841,-0.868577614246707
0,9,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.5000590665318401), np.float64(0.46003871416319997)]",1,"[np.float64(-0.40005266653184013), np.float64(-0.36003231416320003)]",0,0,[0.97999872],[0.1000064],9,-0.3800424903475201,0.5000590665318401,0.46003871416319997
0,9,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.504632760270848), np.float64(-0.49694147991306237)]",0,"[np.float64(-0.00412204027084806), np.float64(-0.0025478000869376682)]",0,1,[-0.50010214],[0.00051072],9,-0.003334920178892864,0.504632760270848,-0.49694147991306237
0,10,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.5010053648325017), np.float64(-0.4993873679965225)]",0,"[np.float64(-1.0009032208325017), np.float64(-0.0005104880034775272)]",0,1,[-0.90002043],[-0.49989786],10,-0.5007068544179896,0.5010053648325017,-0.4993873679965225
0,10,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.11600178282705725), np.float64(-0.7367979520019661)]",0,"[np.float64(-0.6960015268270572), np.float64(0.1567982080019661)]",0,1,[0.11599995],[-0.57999974],10,-0.26960165941254555,0.11600178282705725,-0.7367979520019661
0,10,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.11600850666127355), np.float64(0.14321027769958394)]",1,"[np.float64(-0.09600722666127354), np.float64(-1.1232089976995838)]",0,0,[0.59599974],[-0.47999872],10,-0.6096081121804287,0.11600850666127355,0.14321027769958394
0,10,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.253723728496558), np.float64(-0.21125530936986825)]",0,"[np.float64(1.216950352496558), np.float64(1.1744819333698682)]",0,1,[-0.19264532],[0.96322662],10,1.195716142933213,-0.253723728496558,-0.21125530936986825
0,11,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.37978946950009984), np.float64(-0.49987743647986094)]",0,"[np.float64(1.2798098983000998), np.float64(0.39989786527986093)]",0,1,[-0.58000409],[0.40002043],11,0.8398538817899803,-0.37978946950009984,-0.49987743647986094
0,11,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(-0.4964795607807531), np.float64(-0.5862716723200786)]",0,"[np.float64(1.3804796119807532), np.float64(1.4702717235200786)]",0,1,[0.82319999],[0.88400005],11,1.425375667750416,-0.4964795607807531,-0.5862716723200786
0,12,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.7183424977623099), np.float64(0.8251891822591969)]",0,"[np.float64(-1.5415424875223098), np.float64(-1.648389172019197)]",0,1,[0.16464],[-0.82319999],12,-1.5949658297707534,0.7183424977623099,0.8251891822591969
0,11,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.817192581700413), np.float64(0.9162473466652051)]",1,"[np.float64(-0.624547256900413), np.float64(-1.7236020218652053)]",0,0,[-0.43852906],[-0.30735468],11,-1.1740746393828092,0.817192581700413,0.9162473466652051
0,12,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.7464432410039881), np.float64(-0.11597548581119443)]",0,"[np.float64(-0.1664391552439881), np.float64(-0.3040204284288056)]",0,1,[-0.51600082],[0.08000409],12,-0.23522979183639686,0.7464432410039881,-0.11597548581119443
