block_number,trial_number,state_id,stim_id,action,w_values
0,77184,State BN,BN,1,"[np.float64(-0.9753796061112421), np.float64(0.13)]"
0,77185,State GN,GN,1,"[np.float64(0.2052599285496866), np.float64(0.13)]"
0,77186,State CN,CN,0,"[np.float64(0.2858631512362212), np.float64(0.13)]"
0,77187,State CH,CH,0,"[np.float64(0.2858631512362212), np.float64(-0.7947400714503133)]"
0,77188,State AG,AG,1,"[np.float64(0.024620393888757884), np.float64(0.2052599285496866)]"
0,77189,State AB,AB,0,"[np.float64(0.024620393888757884), np.float64(-0.9753796061112421)]"
0,77190,State DN,DN,0,"[np.float64(0.7141368487637788), np.float64(0.13)]"
0,77191,State HN,HN,1,"[np.float64(-0.7947400714503133), np.float64(0.13)]"
0,77192,State BG,BG,1,"[np.float64(-0.9753796061112421), np.float64(0.2052599285496866)]"
0,77193,State CH,CH,0,"[np.float64(0.2858631512362212), np.float64(-0.7947400714503133)]"
0,77194,State AD,AD,1,"[np.float64(0.024620393888757884), np.float64(0.7141368487637788)]"
0,77195,State DN,DN,0,"[np.float64(0.7141368487637788), np.float64(0.13)]"
0,77196,State GH,GH,0,"[np.float64(0.2052599285496866), np.float64(-0.7947400714503133)]"
0,77197,State GN,GN,0,"[np.float64(0.2052599285496866), np.float64(0.13)]"
0,77198,State CN,CN,0,"[np.float64(0.2858631512362212), np.float64(0.13)]"
0,77199,State DN,DN,0,"[np.float64(0.7141368487637788), np.float64(0.13)]"
0,77200,State BH,BH,0,"[np.float64(-0.9753796061112421), np.float64(-0.7947400714503133)]"
0,77201,State CF,CF,0,"[np.float64(0.2858631512362212), np.float64(-0.931927191263623)]"
0,77202,State CG,CG,0,"[np.float64(0.2858631512362212), np.float64(0.2052599285496866)]"
0,77203,State AN,AN,1,"[np.float64(0.024620393888757884), np.float64(0.13)]"
0,77204,State DH,DH,0,"[np.float64(0.7141368487637788), np.float64(-0.7947400714503133)]"
0,77205,State AH,AH,0,"[np.float64(0.024620393888757884), np.float64(-0.7947400714503133)]"
0,77206,State DG,DG,0,"[np.float64(0.7141368487637788), np.float64(0.2052599285496866)]"
0,77207,State GH,GH,0,"[np.float64(0.2052599285496866), np.float64(-0.7947400714503133)]"
